frame_number,timestamp,R,G,B,matched_log_timestamp
1338,2025-02-03-16-25-10-976,178,251,133,2025-02-03-16-25-10-974
1339,2025-02-03-16-25-10-993,185,251,128,2025-02-03-16-25-10-991
1340,2025-02-03-16-25-11-009,193,243,124,2025-02-03-16-25-11-010
1341,2025-02-03-16-25-11-026,200,235,119,2025-02-03-16-25-11-027
1342,2025-02-03-16-25-11-043,207,227,115,2025-02-03-16-25-11-044
1343,2025-02-03-16-25-11-059,215,219,110,2025-02-03-16-25-11-064
1344,2025-02-03-16-25-11-076,222,211,106,2025-02-03-16-25-11-080
1345,2025-02-03-16-25-11-093,230,203,102,2025-02-03-16-25-11-097
1346,2025-02-03-16-25-11-110,237,195,97,2025-02-03-16-25-11-116
1347,2025-02-03-16-25-11-126,244,187,93,2025-02-03-16-25-11-132
1348,2025-02-03-16-25-11-143,252,180,88,2025-02-03-16-25-11-149
1349,2025-02-03-16-25-11-160,251,172,84,2025-02-03-16-25-11-167
1350,2025-02-03-16-25-11-176,243,164,79,2025-02-03-16-25-11-183
1351,2025-02-03-16-25-11-193,236,156,75,2025-02-03-16-25-11-201
1352,2025-02-03-16-25-11-210,229,148,70,2025-02-03-16-25-11-218
1353,2025-02-03-16-25-11-226,229,148,70,2025-02-03-16-25-11-218
1354,2025-02-03-16-25-11-243,221,140,66,2025-02-03-16-25-11-235
1355,2025-02-03-16-25-11-260,214,132,62,2025-02-03-16-25-11-252
1356,2025-02-03-16-25-11-277,207,124,57,2025-02-03-16-25-11-270
1357,2025-02-03-16-25-11-293,199,116,53,2025-02-03-16-25-11-305
1358,2025-02-03-16-25-11-310,199,116,53,2025-02-03-16-25-11-305
1359,2025-02-03-16-25-11-327,182,97,42,2025-02-03-16-25-11-330
1360,2025-02-03-16-25-11-343,174,89,38,2025-02-03-16-25-11-348
1361,2025-02-03-16-25-11-360,166,81,33,2025-02-03-16-25-11-366
1362,2025-02-03-16-25-11-377,159,73,28,2025-02-03-16-25-11-383
1363,2025-02-03-16-25-11-394,152,65,24,2025-02-03-16-25-11-400
1364,2025-02-03-16-25-11-410,144,57,19,2025-02-03-16-25-11-418
1365,2025-02-03-16-25-11-427,137,49,15,2025-02-03-16-25-11-434
1366,2025-02-03-16-25-11-444,129,41,11,2025-02-03-16-25-11-453
1367,2025-02-03-16-25-11-460,129,41,11,2025-02-03-16-25-11-453
1368,2025-02-03-16-25-11-477,122,33,6,2025-02-03-16-25-11-470
1369,2025-02-03-16-25-11-494,115,25,2,2025-02-03-16-25-11-488
1370,2025-02-03-16-25-11-510,107,17,3,2025-02-03-16-25-11-504
1371,2025-02-03-16-25-11-527,100,9,7,2025-02-03-16-25-11-523
1372,2025-02-03-16-25-11-544,92,1,12,2025-02-03-16-25-11-540
1373,2025-02-03-16-25-11-561,85,6,16,2025-02-03-16-25-11-556
1374,2025-02-03-16-25-11-577,78,14,20,2025-02-03-16-25-11-573
1375,2025-02-03-16-25-11-594,71,22,25,2025-02-03-16-25-11-590
1376,2025-02-03-16-25-11-611,63,30,29,2025-02-03-16-25-11-608
1377,2025-02-03-16-25-11-627,56,38,34,2025-02-03-16-25-11-626
1378,2025-02-03-16-25-11-644,49,46,38,2025-02-03-16-25-11-643
1379,2025-02-03-16-25-11-661,41,54,42,2025-02-03-16-25-11-660
1380,2025-02-03-16-25-11-678,34,61,47,2025-02-03-16-25-11-677
1381,2025-02-03-16-25-11-694,27,69,51,2025-02-03-16-25-11-694
1382,2025-02-03-16-25-11-711,19,77,56,2025-02-03-16-25-11-712
1383,2025-02-03-16-25-11-728,12,85,60,2025-02-03-16-25-11-730
1384,2025-02-03-16-25-11-744,4,93,65,2025-02-03-16-25-11-748
1385,2025-02-03-16-25-11-761,3,101,69,2025-02-03-16-25-11-764
1386,2025-02-03-16-25-11-778,10,109,73,2025-02-03-16-25-11-782
1387,2025-02-03-16-25-11-794,18,117,78,2025-02-03-16-25-11-799
1388,2025-02-03-16-25-11-811,25,125,82,2025-02-03-16-25-11-817
1389,2025-02-03-16-25-11-828,32,133,87,2025-02-03-16-25-11-834
1390,2025-02-03-16-25-11-845,40,140,91,2025-02-03-16-25-11-851
1391,2025-02-03-16-25-11-861,47,148,95,2025-02-03-16-25-11-869
1392,2025-02-03-16-25-11-878,47,148,95,2025-02-03-16-25-11-869
1393,2025-02-03-16-25-11-895,55,157,100,2025-02-03-16-25-11-888
1394,2025-02-03-16-25-11-911,62,164,104,2025-02-03-16-25-11-903
1395,2025-02-03-16-25-11-928,69,172,109,2025-02-03-16-25-11-921
1396,2025-02-03-16-25-11-945,77,180,113,2025-02-03-16-25-11-939
1397,2025-02-03-16-25-11-962,84,188,118,2025-02-03-16-25-11-956
1398,2025-02-03-16-25-11-978,91,196,122,2025-02-03-16-25-11-973
1399,2025-02-03-16-25-11-995,99,204,127,2025-02-03-16-25-11-991
1400,2025-02-03-16-25-12-012,107,212,131,2025-02-03-16-25-12-010
1401,2025-02-03-16-25-12-028,114,220,136,2025-02-03-16-25-12-027
1402,2025-02-03-16-25-12-045,121,228,140,2025-02-03-16-25-12-043
1403,2025-02-03-16-25-12-062,129,236,145,2025-02-03-16-25-12-060
1404,2025-02-03-16-25-12-078,136,244,149,2025-02-03-16-25-12-079
1405,2025-02-03-16-25-12-095,144,252,154,2025-02-03-16-25-12-096
1406,2025-02-03-16-25-12-112,151,250,158,2025-02-03-16-25-12-112
1407,2025-02-03-16-25-12-129,159,242,163,2025-02-03-16-25-12-133
1408,2025-02-03-16-25-12-145,166,234,167,2025-02-03-16-25-12-150
1409,2025-02-03-16-25-12-162,174,226,172,2025-02-03-16-25-12-167
1410,2025-02-03-16-25-12-179,181,218,176,2025-02-03-16-25-12-185
1411,2025-02-03-16-25-12-195,188,210,180,2025-02-03-16-25-12-202
1412,2025-02-03-16-25-12-212,196,202,185,2025-02-03-16-25-12-220
1413,2025-02-03-16-25-12-229,196,202,185,2025-02-03-16-25-12-220
1414,2025-02-03-16-25-12-246,210,186,194,2025-02-03-16-25-12-253
1415,2025-02-03-16-25-12-262,210,186,194,2025-02-03-16-25-12-253
1416,2025-02-03-16-25-12-279,218,178,198,2025-02-03-16-25-12-271
1417,2025-02-03-16-25-12-296,225,171,203,2025-02-03-16-25-12-288
1418,2025-02-03-16-25-12-312,233,162,207,2025-02-03-16-25-12-305
1419,2025-02-03-16-25-12-329,240,155,212,2025-02-03-16-25-12-323
1420,2025-02-03-16-25-12-346,247,147,216,2025-02-03-16-25-12-340
1421,2025-02-03-16-25-12-362,255,139,220,2025-02-03-16-25-12-358
1422,2025-02-03-16-25-12-379,248,131,225,2025-02-03-16-25-12-376
1423,2025-02-03-16-25-12-396,240,122,230,2025-02-03-16-25-12-393
1424,2025-02-03-16-25-12-413,233,114,234,2025-02-03-16-25-12-412
1425,2025-02-03-16-25-12-429,225,106,239,2025-02-03-16-25-12-430
1426,2025-02-03-16-25-12-446,218,98,243,2025-02-03-16-25-12-448
1427,2025-02-03-16-25-12-463,210,90,247,2025-02-03-16-25-12-464
1428,2025-02-03-16-25-12-479,203,82,252,2025-02-03-16-25-12-482
1429,2025-02-03-16-25-12-496,196,75,254,2025-02-03-16-25-12-500
1430,2025-02-03-16-25-12-513,188,67,249,2025-02-03-16-25-12-516
1431,2025-02-03-16-25-12-530,0,0,0,2025-02-03-16-25-12-535
1432,2025-02-03-16-25-12-546,0,0,0,2025-02-03-16-25-12-554
1433,2025-02-03-16-25-12-563,0,0,0,2025-02-03-16-25-12-571
1434,2025-02-03-16-25-12-580,0,0,0,2025-02-03-16-25-12-588
1435,2025-02-03-16-25-12-596,0,0,0,2025-02-03-16-25-12-588
1436,2025-02-03-16-25-12-613,0,0,0,2025-02-03-16-25-12-607
1437,2025-02-03-16-25-12-630,0,0,0,2025-02-03-16-25-12-623
1438,2025-02-03-16-25-12-646,0,0,0,2025-02-03-16-25-12-640
1439,2025-02-03-16-25-12-663,0,0,0,2025-02-03-16-25-12-657
1440,2025-02-03-16-25-12-680,0,0,0,2025-02-03-16-25-12-675
1441,2025-02-03-16-25-12-697,0,0,0,2025-02-03-16-25-12-693
1442,2025-02-03-16-25-12-713,0,0,0,2025-02-03-16-25-12-710
1443,2025-02-03-16-25-12-730,0,0,0,2025-02-03-16-25-12-728
1444,2025-02-03-16-25-12-747,54,10,166,2025-02-03-16-25-12-745
1445,2025-02-03-16-25-12-763,46,17,161,2025-02-03-16-25-12-762
1446,2025-02-03-16-25-12-780,38,24,156,2025-02-03-16-25-12-780
1447,2025-02-03-16-25-12-797,30,32,152,2025-02-03-16-25-12-798
1448,2025-02-03-16-25-12-814,21,39,147,2025-02-03-16-25-12-816
1449,2025-02-03-16-25-12-830,14,46,143,2025-02-03-16-25-12-832
1450,2025-02-03-16-25-12-847,5,54,138,2025-02-03-16-25-12-851
1451,2025-02-03-16-25-12-864,3,61,133,2025-02-03-16-25-12-869
1452,2025-02-03-16-25-12-880,11,68,129,2025-02-03-16-25-12-886
1453,2025-02-03-16-25-12-897,19,75,124,2025-02-03-16-25-12-903
1454,2025-02-03-16-25-12-914,27,83,120,2025-02-03-16-25-12-921
1455,2025-02-03-16-25-12-930,35,90,115,2025-02-03-16-25-12-937
1456,2025-02-03-16-25-12-947,43,97,110,2025-02-03-16-25-12-956
1457,2025-02-03-16-25-12-964,43,97,110,2025-02-03-16-25-12-956
1458,2025-02-03-16-25-12-981,51,104,106,2025-02-03-16-25-12-972
1459,2025-02-03-16-25-12-997,59,112,101,2025-02-03-16-25-12-990
1460,2025-02-03-16-25-13-014,67,119,97,2025-02-03-16-25-13-007
1461,2025-02-03-16-25-13-031,75,126,92,2025-02-03-16-25-13-024
1462,2025-02-03-16-25-13-047,83,133,88,2025-02-03-16-25-13-041
1463,2025-02-03-16-25-13-064,90,140,83,2025-02-03-16-25-13-058
1464,2025-02-03-16-25-13-081,98,147,79,2025-02-03-16-25-13-076
1465,2025-02-03-16-25-13-098,106,154,74,2025-02-03-16-25-13-092
1466,2025-02-03-16-25-13-114,114,162,70,2025-02-03-16-25-13-109
1467,2025-02-03-16-25-13-131,122,169,65,2025-02-03-16-25-13-128
1468,2025-02-03-16-25-13-148,130,176,60,2025-02-03-16-25-13-145
1469,2025-02-03-16-25-13-164,138,184,56,2025-02-03-16-25-13-162
1470,2025-02-03-16-25-13-181,146,191,51,2025-02-03-16-25-13-180
1471,2025-02-03-16-25-13-198,155,198,47,2025-02-03-16-25-13-198
1472,2025-02-03-16-25-13-214,163,206,42,2025-02-03-16-25-13-214
1473,2025-02-03-16-25-13-231,170,213,38,2025-02-03-16-25-13-231
1474,2025-02-03-16-25-13-248,179,220,33,2025-02-03-16-25-13-250
1475,2025-02-03-16-25-13-265,186,227,28,2025-02-03-16-25-13-267
1476,2025-02-03-16-25-13-281,194,234,24,2025-02-03-16-25-13-283
1477,2025-02-03-16-25-13-298,202,242,19,2025-02-03-16-25-13-301
1478,2025-02-03-16-25-13-315,210,249,15,2025-02-03-16-25-13-319
1479,2025-02-03-16-25-13-331,219,254,10,2025-02-03-16-25-13-337
1480,2025-02-03-16-25-13-348,227,247,5,2025-02-03-16-25-13-353
1481,2025-02-03-16-25-13-365,235,239,1,2025-02-03-16-25-13-371
1482,2025-02-03-16-25-13-382,243,232,4,2025-02-03-16-25-13-389
1483,2025-02-03-16-25-13-398,251,225,8,2025-02-03-16-25-13-405
1484,2025-02-03-16-25-13-415,251,217,13,2025-02-03-16-25-13-423
1485,2025-02-03-16-25-13-432,251,217,13,2025-02-03-16-25-13-423
1486,2025-02-03-16-25-13-448,243,210,18,2025-02-03-16-25-13-442
1487,2025-02-03-16-25-13-465,235,202,22,2025-02-03-16-25-13-459
1488,2025-02-03-16-25-13-482,227,195,27,2025-02-03-16-25-13-476
1489,2025-02-03-16-25-13-498,219,188,31,2025-02-03-16-25-13-494
1490,2025-02-03-16-25-13-515,211,181,36,2025-02-03-16-25-13-511
1491,2025-02-03-16-25-13-532,203,174,40,2025-02-03-16-25-13-527
1492,2025-02-03-16-25-13-549,195,166,45,2025-02-03-16-25-13-546
1493,2025-02-03-16-25-13-565,187,159,50,2025-02-03-16-25-13-563
1494,2025-02-03-16-25-13-582,179,152,54,2025-02-03-16-25-13-581
1495,2025-02-03-16-25-13-599,171,144,59,2025-02-03-16-25-13-598
1496,2025-02-03-16-25-13-615,162,137,64,2025-02-03-16-25-13-616
1497,2025-02-03-16-25-13-632,154,130,68,2025-02-03-16-25-13-633
1498,2025-02-03-16-25-13-649,146,122,73,2025-02-03-16-25-13-652
1499,2025-02-03-16-25-13-666,138,115,77,2025-02-03-16-25-13-669
1500,2025-02-03-16-25-13-682,130,108,82,2025-02-03-16-25-13-686
1501,2025-02-03-16-25-13-699,122,101,87,2025-02-03-16-25-13-703
1502,2025-02-03-16-25-13-716,114,93,91,2025-02-03-16-25-13-721
1503,2025-02-03-16-25-13-732,106,86,96,2025-02-03-16-25-13-740
1504,2025-02-03-16-25-13-749,98,79,100,2025-02-03-16-25-13-757
1505,2025-02-03-16-25-13-766,90,72,105,2025-02-03-16-25-13-773
1506,2025-02-03-16-25-13-782,82,64,109,2025-02-03-16-25-13-790
1507,2025-02-03-16-25-13-799,82,64,109,2025-02-03-16-25-13-790
1508,2025-02-03-16-25-13-816,74,57,114,2025-02-03-16-25-13-809
1509,2025-02-03-16-25-13-833,66,49,119,2025-02-03-16-25-13-826
1510,2025-02-03-16-25-13-849,58,42,123,2025-02-03-16-25-13-843
1511,2025-02-03-16-25-13-866,50,35,128,2025-02-03-16-25-13-862
1512,2025-02-03-16-25-13-883,42,28,132,2025-02-03-16-25-13-878
1513,2025-02-03-16-25-13-899,34,20,137,2025-02-03-16-25-13-895
1514,2025-02-03-16-25-13-916,26,13,142,2025-02-03-16-25-13-912
1515,2025-02-03-16-25-13-933,17,6,146,2025-02-03-16-25-13-932
1516,2025-02-03-16-25-13-950,9,2,151,2025-02-03-16-25-13-948
1517,2025-02-03-16-25-13-966,1,9,156,2025-02-03-16-25-13-966
1518,2025-02-03-16-25-13-983,7,17,160,2025-02-03-16-25-13-984
1519,2025-02-03-16-25-14-000,15,24,165,2025-02-03-16-25-14-002
1520,2025-02-03-16-25-14-016,24,31,170,2025-02-03-16-25-14-020
1521,2025-02-03-16-25-14-033,31,39,174,2025-02-03-16-25-14-037
1522,2025-02-03-16-25-14-050,40,46,179,2025-02-03-16-25-14-054
1523,2025-02-03-16-25-14-066,48,53,184,2025-02-03-16-25-14-072
1524,2025-02-03-16-25-14-083,56,61,188,2025-02-03-16-25-14-090
1525,2025-02-03-16-25-14-100,64,68,193,2025-02-03-16-25-14-108
1526,2025-02-03-16-25-14-117,64,68,193,2025-02-03-16-25-14-108
1527,2025-02-03-16-25-14-133,73,76,198,2025-02-03-16-25-14-127
1528,2025-02-03-16-25-14-150,80,83,202,2025-02-03-16-25-14-142
1529,2025-02-03-16-25-14-167,89,90,207,2025-02-03-16-25-14-161
1530,2025-02-03-16-25-14-183,97,97,211,2025-02-03-16-25-14-178
1531,2025-02-03-16-25-14-200,105,105,216,2025-02-03-16-25-14-195
1532,2025-02-03-16-25-14-217,113,112,221,2025-02-03-16-25-14-213
1533,2025-02-03-16-25-14-234,121,119,225,2025-02-03-16-25-14-231
1534,2025-02-03-16-25-14-250,129,126,230,2025-02-03-16-25-14-247
1535,2025-02-03-16-25-14-267,137,134,234,2025-02-03-16-25-14-265
1536,2025-02-03-16-25-14-284,145,141,239,2025-02-03-16-25-14-282
1537,2025-02-03-16-25-14-300,153,149,244,2025-02-03-16-25-14-300
1538,2025-02-03-16-25-14-317,161,156,248,2025-02-03-16-25-14-318
1539,2025-02-03-16-25-14-334,170,163,253,2025-02-03-16-25-14-336
1540,2025-02-03-16-25-14-350,178,171,252,2025-02-03-16-25-14-354
1541,2025-02-03-16-25-14-367,186,178,248,2025-02-03-16-25-14-372
1542,2025-02-03-16-25-14-384,194,186,243,2025-02-03-16-25-14-389
1543,2025-02-03-16-25-14-401,202,193,238,2025-02-03-16-25-14-406
1544,2025-02-03-16-25-14-417,210,200,234,2025-02-03-16-25-14-425
1545,2025-02-03-16-25-14-434,218,208,229,2025-02-03-16-25-14-441
1546,2025-02-03-16-25-14-451,226,215,224,2025-02-03-16-25-14-459
1547,2025-02-03-16-25-14-467,226,215,224,2025-02-03-16-25-14-459
1548,2025-02-03-16-25-14-484,235,222,220,2025-02-03-16-25-14-477
1549,2025-02-03-16-25-14-501,243,230,215,2025-02-03-16-25-14-494
1550,2025-02-03-16-25-14-518,250,237,211,2025-02-03-16-25-14-511
1551,2025-02-03-16-25-14-534,251,244,206,2025-02-03-16-25-14-531
1552,2025-02-03-16-25-14-551,243,252,201,2025-02-03-16-25-14-547
1553,2025-02-03-16-25-14-568,235,251,197,2025-02-03-16-25-14-566
1554,2025-02-03-16-25-14-584,227,244,192,2025-02-03-16-25-14-584
1555,2025-02-03-16-25-14-601,219,236,187,2025-02-03-16-25-14-601
1556,2025-02-03-16-25-14-618,211,229,183,2025-02-03-16-25-14-617
1557,2025-02-03-16-25-14-634,203,222,178,2025-02-03-16-25-14-635
1558,2025-02-03-16-25-14-651,195,215,174,2025-02-03-16-25-14-652
1559,2025-02-03-16-25-14-668,187,207,169,2025-02-03-16-25-14-670
1560,2025-02-03-16-25-14-685,179,200,165,2025-02-03-16-25-14-687
1561,2025-02-03-16-25-14-701,170,193,160,2025-02-03-16-25-14-706
1562,2025-02-03-16-25-14-718,163,185,155,2025-02-03-16-25-14-725
1563,2025-02-03-16-25-14-735,154,178,151,2025-02-03-16-25-14-742
1564,2025-02-03-16-25-14-751,154,178,151,2025-02-03-16-25-14-742
1565,2025-02-03-16-25-14-768,0,0,0,2025-02-03-16-25-14-763
1566,2025-02-03-16-25-14-785,0,0,0,2025-02-03-16-25-14-779
1567,2025-02-03-16-25-14-802,0,0,0,2025-02-03-16-25-14-797
1568,2025-02-03-16-25-14-818,0,0,0,2025-02-03-16-25-14-816
1569,2025-02-03-16-25-14-835,0,0,0,2025-02-03-16-25-14-831
1570,2025-02-03-16-25-14-852,0,0,0,2025-02-03-16-25-14-848
1571,2025-02-03-16-25-14-868,0,0,0,2025-02-03-16-25-14-866
1572,2025-02-03-16-25-14-885,0,0,0,2025-02-03-16-25-14-883
1573,2025-02-03-16-25-14-902,0,0,0,2025-02-03-16-25-14-901
1574,2025-02-03-16-25-14-918,0,0,0,2025-02-03-16-25-14-917
1575,2025-02-03-16-25-14-935,0,0,0,2025-02-03-16-25-14-934
1576,2025-02-03-16-25-14-952,0,0,0,2025-02-03-16-25-14-952
1577,2025-02-03-16-25-14-969,116,0,93,2025-02-03-16-25-14-970
1578,2025-02-03-16-25-14-985,107,7,88,2025-02-03-16-25-14-988
1579,2025-02-03-16-25-15-002,98,14,83,2025-02-03-16-25-15-006
1580,2025-02-03-16-25-15-019,90,20,78,2025-02-03-16-25-15-023
1581,2025-02-03-16-25-15-035,81,27,73,2025-02-03-16-25-15-040
1582,2025-02-03-16-25-15-052,73,33,68,2025-02-03-16-25-15-058
1583,2025-02-03-16-25-15-069,64,40,63,2025-02-03-16-25-15-075
1584,2025-02-03-16-25-15-086,56,46,58,2025-02-03-16-25-15-091
1585,2025-02-03-16-25-15-102,47,53,53,2025-02-03-16-25-15-109
1586,2025-02-03-16-25-15-119,39,59,48,2025-02-03-16-25-15-126
1587,2025-02-03-16-25-15-136,31,66,44,2025-02-03-16-25-15-143
1588,2025-02-03-16-25-15-152,22,72,39,2025-02-03-16-25-15-160
1589,2025-02-03-16-25-15-169,22,72,39,2025-02-03-16-25-15-160
1590,2025-02-03-16-25-15-186,13,79,33,2025-02-03-16-25-15-179
1591,2025-02-03-16-25-15-202,5,85,29,2025-02-03-16-25-15-195
1592,2025-02-03-16-25-15-219,3,92,24,2025-02-03-16-25-15-212
1593,2025-02-03-16-25-15-236,12,99,19,2025-02-03-16-25-15-230
1594,2025-02-03-16-25-15-253,21,105,13,2025-02-03-16-25-15-249
1595,2025-02-03-16-25-15-269,30,112,9,2025-02-03-16-25-15-266
1596,2025-02-03-16-25-15-286,38,118,4,2025-02-03-16-25-15-283
1597,2025-02-03-16-25-15-303,46,124,1,2025-02-03-16-25-15-300
1598,2025-02-03-16-25-15-319,55,131,6,2025-02-03-16-25-15-317
1599,2025-02-03-16-25-15-336,63,137,11,2025-02-03-16-25-15-334
1600,2025-02-03-16-25-15-353,72,144,16,2025-02-03-16-25-15-352
1601,2025-02-03-16-25-15-370,80,150,21,2025-02-03-16-25-15-369
1602,2025-02-03-16-25-15-386,88,157,26,2025-02-03-16-25-15-387
1603,2025-02-03-16-25-15-403,97,163,30,2025-02-03-16-25-15-403
1604,2025-02-03-16-25-15-420,105,170,35,2025-02-03-16-25-15-420
1605,2025-02-03-16-25-15-436,114,177,40,2025-02-03-16-25-15-438
1606,2025-02-03-16-25-15-453,122,183,45,2025-02-03-16-25-15-455
1607,2025-02-03-16-25-15-470,131,190,50,2025-02-03-16-25-15-473
1608,2025-02-03-16-25-15-486,140,196,55,2025-02-03-16-25-15-491
1609,2025-02-03-16-25-15-503,148,203,60,2025-02-03-16-25-15-510
1610,2025-02-03-16-25-15-520,157,210,65,2025-02-03-16-25-15-526
1611,2025-02-03-16-25-15-537,166,216,70,2025-02-03-16-25-15-544
1612,2025-02-03-16-25-15-553,174,223,75,2025-02-03-16-25-15-561
1613,2025-02-03-16-25-15-570,174,223,75,2025-02-03-16-25-15-561
1614,2025-02-03-16-25-15-587,183,229,80,2025-02-03-16-25-15-580
1615,2025-02-03-16-25-15-603,191,236,85,2025-02-03-16-25-15-597
1616,2025-02-03-16-25-15-620,200,242,90,2025-02-03-16-25-15-614
1617,2025-02-03-16-25-15-637,208,249,95,2025-02-03-16-25-15-632
1618,2025-02-03-16-25-15-654,217,254,100,2025-02-03-16-25-15-649
1619,2025-02-03-16-25-15-670,226,248,105,2025-02-03-16-25-15-667
1620,2025-02-03-16-25-15-687,234,241,110,2025-02-03-16-25-15-685
1621,2025-02-03-16-25-15-704,243,235,115,2025-02-03-16-25-15-701
1622,2025-02-03-16-25-15-720,252,228,120,2025-02-03-16-25-15-720
1623,2025-02-03-16-25-15-737,249,221,125,2025-02-03-16-25-15-738
1624,2025-02-03-16-25-15-754,241,214,130,2025-02-03-16-25-15-755
1625,2025-02-03-16-25-15-770,233,208,135,2025-02-03-16-25-15-772
1626,2025-02-03-16-25-15-787,224,201,140,2025-02-03-16-25-15-790
1627,2025-02-03-16-25-15-804,215,194,146,2025-02-03-16-25-15-808
1628,2025-02-03-16-25-15-821,206,188,151,2025-02-03-16-25-15-826
1629,2025-02-03-16-25-15-837,197,181,156,2025-02-03-16-25-15-844
1630,2025-02-03-16-25-15-854,189,174,161,2025-02-03-16-25-15-862
1631,2025-02-03-16-25-15-871,189,174,161,2025-02-03-16-25-15-862
1632,2025-02-03-16-25-15-887,179,167,166,2025-02-03-16-25-15-884
1633,2025-02-03-16-25-15-904,170,160,171,2025-02-03-16-25-15-900
1634,2025-02-03-16-25-15-921,162,154,176,2025-02-03-16-25-15-919
1635,2025-02-03-16-25-15-938,153,147,181,2025-02-03-16-25-15-936
1636,2025-02-03-16-25-15-954,145,140,186,2025-02-03-16-25-15-952
1637,2025-02-03-16-25-15-971,136,134,191,2025-02-03-16-25-15-972
1638,2025-02-03-16-25-15-988,127,127,196,2025-02-03-16-25-15-988
1639,2025-02-03-16-25-16-004,119,121,201,2025-02-03-16-25-16-006
1640,2025-02-03-16-25-16-021,110,114,206,2025-02-03-16-25-16-022
1641,2025-02-03-16-25-16-038,102,108,211,2025-02-03-16-25-16-040
1642,2025-02-03-16-25-16-054,93,101,216,2025-02-03-16-25-16-057
1643,2025-02-03-16-25-16-071,85,95,221,2025-02-03-16-25-16-073
1644,2025-02-03-16-25-16-088,77,88,226,2025-02-03-16-25-16-092
1645,2025-02-03-16-25-16-105,68,82,231,2025-02-03-16-25-16-109
1646,2025-02-03-16-25-16-121,60,76,235,2025-02-03-16-25-16-125
1647,2025-02-03-16-25-16-138,52,69,240,2025-02-03-16-25-16-143
1648,2025-02-03-16-25-16-155,43,63,245,2025-02-03-16-25-16-159
1649,2025-02-03-16-25-16-171,35,56,250,2025-02-03-16-25-16-176
1650,2025-02-03-16-25-16-188,27,50,255,2025-02-03-16-25-16-193
1651,2025-02-03-16-25-16-205,18,43,250,2025-02-03-16-25-16-212
1652,2025-02-03-16-25-16-222,9,37,245,2025-02-03-16-25-16-229
1653,2025-02-03-16-25-16-238,9,37,245,2025-02-03-16-25-16-229
1654,2025-02-03-16-25-16-255,1,30,240,2025-02-03-16-25-16-247
1655,2025-02-03-16-25-16-272,8,24,235,2025-02-03-16-25-16-264
1656,2025-02-03-16-25-16-288,16,17,230,2025-02-03-16-25-16-281
1657,2025-02-03-16-25-16-305,25,11,225,2025-02-03-16-25-16-299
1658,2025-02-03-16-25-16-322,33,4,221,2025-02-03-16-25-16-316
1659,2025-02-03-16-25-16-338,41,2,216,2025-02-03-16-25-16-332
1660,2025-02-03-16-25-16-355,50,9,210,2025-02-03-16-25-16-351
1661,2025-02-03-16-25-16-372,59,16,206,2025-02-03-16-25-16-368
1662,2025-02-03-16-25-16-389,67,22,201,2025-02-03-16-25-16-385
1663,2025-02-03-16-25-16-405,76,29,196,2025-02-03-16-25-16-402
1664,2025-02-03-16-25-16-422,84,35,191,2025-02-03-16-25-16-420
1665,2025-02-03-16-25-16-439,92,41,186,2025-02-03-16-25-16-438
1666,2025-02-03-16-25-16-455,101,48,181,2025-02-03-16-25-16-454
1667,2025-02-03-16-25-16-472,109,54,176,2025-02-03-16-25-16-471
1668,2025-02-03-16-25-16-489,118,61,171,2025-02-03-16-25-16-489
1669,2025-02-03-16-25-16-506,127,68,166,2025-02-03-16-25-16-507
1670,2025-02-03-16-25-16-522,135,74,161,2025-02-03-16-25-16-523
1671,2025-02-03-16-25-16-539,143,81,156,2025-02-03-16-25-16-541
1672,2025-02-03-16-25-16-556,152,87,151,2025-02-03-16-25-16-559
1673,2025-02-03-16-25-16-572,160,94,147,2025-02-03-16-25-16-576
1674,2025-02-03-16-25-16-589,169,100,142,2025-02-03-16-25-16-593
1675,2025-02-03-16-25-16-606,178,107,137,2025-02-03-16-25-16-611
1676,2025-02-03-16-25-16-622,186,113,132,2025-02-03-16-25-16-628
1677,2025-02-03-16-25-16-639,194,120,127,2025-02-03-16-25-16-645
1678,2025-02-03-16-25-16-656,203,126,122,2025-02-03-16-25-16-662
1679,2025-02-03-16-25-16-673,211,133,117,2025-02-03-16-25-16-681
1680,2025-02-03-16-25-16-689,211,133,117,2025-02-03-16-25-16-681
1681,2025-02-03-16-25-16-706,220,139,112,2025-02-03-16-25-16-697
1682,2025-02-03-16-25-16-723,228,146,107,2025-02-03-16-25-16-715
1683,2025-02-03-16-25-16-739,237,153,102,2025-02-03-16-25-16-733
1684,2025-02-03-16-25-16-756,246,159,97,2025-02-03-16-25-16-750
1685,2025-02-03-16-25-16-773,255,166,92,2025-02-03-16-25-16-769
1686,2025-02-03-16-25-16-790,247,172,87,2025-02-03-16-25-16-786
1687,2025-02-03-16-25-16-806,238,179,82,2025-02-03-16-25-16-803
1688,2025-02-03-16-25-16-823,230,186,77,2025-02-03-16-25-16-821
1689,2025-02-03-16-25-16-840,221,192,72,2025-02-03-16-25-16-837
1690,2025-02-03-16-25-16-856,213,199,67,2025-02-03-16-25-16-856
1691,2025-02-03-16-25-16-873,204,205,62,2025-02-03-16-25-16-872
1692,2025-02-03-16-25-16-890,196,212,57,2025-02-03-16-25-16-890
1693,2025-02-03-16-25-16-906,187,219,52,2025-02-03-16-25-16-908
1694,2025-02-03-16-25-16-923,178,225,47,2025-02-03-16-25-16-935
1695,2025-02-03-16-25-16-940,170,232,42,2025-02-03-16-25-16-944
