frame_number,timestamp,R,G,B,matched_log_timestamp
613,2025-02-03-16-24-58-864,0,0,163,2025-02-03-16-24-58-872
614,2025-02-03-16-24-58-881,0,0,163,2025-02-03-16-24-58-872
615,2025-02-03-16-24-58-898,0,0,154,2025-02-03-16-24-58-890
616,2025-02-03-16-24-58-914,0,0,146,2025-02-03-16-24-58-907
617,2025-02-03-16-24-58-931,0,0,137,2025-02-03-16-24-58-924
618,2025-02-03-16-24-58-948,0,0,128,2025-02-03-16-24-58-941
619,2025-02-03-16-24-58-964,0,0,119,2025-02-03-16-24-58-958
620,2025-02-03-16-24-58-981,0,0,111,2025-02-03-16-24-58-975
621,2025-02-03-16-24-58-998,0,0,102,2025-02-03-16-24-58-992
622,2025-02-03-16-24-59-014,0,0,92,2025-02-03-16-24-59-011
623,2025-02-03-16-24-59-031,0,0,83,2025-02-03-16-24-59-028
624,2025-02-03-16-24-59-048,0,0,74,2025-02-03-16-24-59-047
625,2025-02-03-16-24-59-065,0,0,65,2025-02-03-16-24-59-064
626,2025-02-03-16-24-59-081,0,0,57,2025-02-03-16-24-59-082
627,2025-02-03-16-24-59-098,0,0,48,2025-02-03-16-24-59-101
628,2025-02-03-16-24-59-115,0,0,39,2025-02-03-16-24-59-121
629,2025-02-03-16-24-59-131,0,0,30,2025-02-03-16-24-59-134
630,2025-02-03-16-24-59-148,0,0,21,2025-02-03-16-24-59-152
631,2025-02-03-16-24-59-165,0,0,12,2025-02-03-16-24-59-169
632,2025-02-03-16-24-59-182,0,0,3,2025-02-03-16-24-59-186
633,2025-02-03-16-24-59-198,0,0,0,2025-02-03-16-24-59-207
634,2025-02-03-16-24-59-215,0,0,0,2025-02-03-16-24-59-207
635,2025-02-03-16-24-59-232,0,0,0,2025-02-03-16-24-59-223
636,2025-02-03-16-24-59-248,0,0,0,2025-02-03-16-24-59-241
637,2025-02-03-16-24-59-265,0,0,0,2025-02-03-16-24-59-259
638,2025-02-03-16-24-59-282,0,0,0,2025-02-03-16-24-59-277
639,2025-02-03-16-24-59-298,0,0,0,2025-02-03-16-24-59-295
640,2025-02-03-16-24-59-315,0,0,0,2025-02-03-16-24-59-312
641,2025-02-03-16-24-59-332,0,0,0,2025-02-03-16-24-59-329
642,2025-02-03-16-24-59-349,0,0,0,2025-02-03-16-24-59-347
643,2025-02-03-16-24-59-365,0,0,0,2025-02-03-16-24-59-363
644,2025-02-03-16-24-59-382,0,0,0,2025-02-03-16-24-59-382
645,2025-02-03-16-24-59-399,0,0,0,2025-02-03-16-24-59-399
646,2025-02-03-16-24-59-415,0,0,0,2025-02-03-16-24-59-417
647,2025-02-03-16-24-59-432,9,9,0,2025-02-03-16-24-59-433
648,2025-02-03-16-24-59-449,18,18,0,2025-02-03-16-24-59-450
649,2025-02-03-16-24-59-466,27,27,0,2025-02-03-16-24-59-468
650,2025-02-03-16-24-59-482,36,36,0,2025-02-03-16-24-59-486
651,2025-02-03-16-24-59-499,45,45,0,2025-02-03-16-24-59-503
652,2025-02-03-16-24-59-516,53,53,0,2025-02-03-16-24-59-520
653,2025-02-03-16-24-59-532,62,62,0,2025-02-03-16-24-59-537
654,2025-02-03-16-24-59-549,71,71,0,2025-02-03-16-24-59-556
655,2025-02-03-16-24-59-566,80,80,0,2025-02-03-16-24-59-573
656,2025-02-03-16-24-59-582,80,80,0,2025-02-03-16-24-59-573
657,2025-02-03-16-24-59-599,89,89,0,2025-02-03-16-24-59-591
658,2025-02-03-16-24-59-616,98,98,0,2025-02-03-16-24-59-609
659,2025-02-03-16-24-59-633,107,107,0,2025-02-03-16-24-59-625
660,2025-02-03-16-24-59-649,115,115,0,2025-02-03-16-24-59-643
661,2025-02-03-16-24-59-666,124,124,0,2025-02-03-16-24-59-659
662,2025-02-03-16-24-59-683,133,133,0,2025-02-03-16-24-59-677
663,2025-02-03-16-24-59-699,141,141,0,2025-02-03-16-24-59-693
664,2025-02-03-16-24-59-716,150,150,0,2025-02-03-16-24-59-711
665,2025-02-03-16-24-59-733,159,159,0,2025-02-03-16-24-59-729
666,2025-02-03-16-24-59-750,168,168,0,2025-02-03-16-24-59-746
667,2025-02-03-16-24-59-766,177,177,0,2025-02-03-16-24-59-764
668,2025-02-03-16-24-59-783,186,186,0,2025-02-03-16-24-59-781
669,2025-02-03-16-24-59-800,195,195,0,2025-02-03-16-24-59-800
670,2025-02-03-16-24-59-816,204,204,0,2025-02-03-16-24-59-816
671,2025-02-03-16-24-59-833,213,213,0,2025-02-03-16-24-59-832
672,2025-02-03-16-24-59-850,222,222,0,2025-02-03-16-24-59-850
673,2025-02-03-16-24-59-866,231,231,0,2025-02-03-16-24-59-868
674,2025-02-03-16-24-59-883,240,240,0,2025-02-03-16-24-59-886
675,2025-02-03-16-24-59-900,248,248,0,2025-02-03-16-24-59-902
676,2025-02-03-16-24-59-917,253,253,0,2025-02-03-16-24-59-920
677,2025-02-03-16-24-59-933,244,244,0,2025-02-03-16-24-59-938
678,2025-02-03-16-24-59-950,235,235,0,2025-02-03-16-24-59-955
679,2025-02-03-16-24-59-967,226,226,0,2025-02-03-16-24-59-972
680,2025-02-03-16-24-59-983,217,217,0,2025-02-03-16-24-59-990
681,2025-02-03-16-25-00-000,208,208,0,2025-02-03-16-25-00-009
682,2025-02-03-16-25-00-017,200,200,0,2025-02-03-16-25-00-024
683,2025-02-03-16-25-00-034,191,191,0,2025-02-03-16-25-00-041
684,2025-02-03-16-25-00-050,191,191,0,2025-02-03-16-25-00-041
685,2025-02-03-16-25-00-067,182,182,0,2025-02-03-16-25-00-059
686,2025-02-03-16-25-00-084,173,173,0,2025-02-03-16-25-00-077
687,2025-02-03-16-25-00-100,164,164,0,2025-02-03-16-25-00-094
688,2025-02-03-16-25-00-117,156,156,0,2025-02-03-16-25-00-111
689,2025-02-03-16-25-00-134,147,147,0,2025-02-03-16-25-00-128
690,2025-02-03-16-25-00-150,138,138,0,2025-02-03-16-25-00-145
691,2025-02-03-16-25-00-167,129,129,0,2025-02-03-16-25-00-163
692,2025-02-03-16-25-00-184,120,120,0,2025-02-03-16-25-00-180
693,2025-02-03-16-25-00-201,111,111,0,2025-02-03-16-25-00-198
694,2025-02-03-16-25-00-217,102,102,0,2025-02-03-16-25-00-216
695,2025-02-03-16-25-00-234,93,93,0,2025-02-03-16-25-00-234
696,2025-02-03-16-25-00-251,84,84,0,2025-02-03-16-25-00-250
697,2025-02-03-16-25-00-267,76,76,0,2025-02-03-16-25-00-268
698,2025-02-03-16-25-00-284,67,67,0,2025-02-03-16-25-00-286
699,2025-02-03-16-25-00-301,58,58,0,2025-02-03-16-25-00-302
700,2025-02-03-16-25-00-318,49,49,0,2025-02-03-16-25-00-321
701,2025-02-03-16-25-00-334,40,40,0,2025-02-03-16-25-00-338
702,2025-02-03-16-25-00-351,31,31,0,2025-02-03-16-25-00-355
703,2025-02-03-16-25-00-368,22,22,0,2025-02-03-16-25-00-373
704,2025-02-03-16-25-00-384,13,13,0,2025-02-03-16-25-00-390
705,2025-02-03-16-25-00-401,4,4,0,2025-02-03-16-25-00-407
706,2025-02-03-16-25-00-418,4,4,0,2025-02-03-16-25-00-424
707,2025-02-03-16-25-00-434,13,13,0,2025-02-03-16-25-00-441
708,2025-02-03-16-25-00-451,22,22,0,2025-02-03-16-25-00-459
709,2025-02-03-16-25-00-468,22,22,0,2025-02-03-16-25-00-459
710,2025-02-03-16-25-00-485,31,31,0,2025-02-03-16-25-00-477
711,2025-02-03-16-25-00-501,40,40,0,2025-02-03-16-25-00-494
712,2025-02-03-16-25-00-518,49,49,0,2025-02-03-16-25-00-512
713,2025-02-03-16-25-00-535,58,58,0,2025-02-03-16-25-00-530
714,2025-02-03-16-25-00-551,67,67,0,2025-02-03-16-25-00-547
715,2025-02-03-16-25-00-568,75,75,0,2025-02-03-16-25-00-563
716,2025-02-03-16-25-00-585,85,85,0,2025-02-03-16-25-00-582
717,2025-02-03-16-25-00-602,93,93,0,2025-02-03-16-25-00-599
718,2025-02-03-16-25-00-618,102,102,0,2025-02-03-16-25-00-616
719,2025-02-03-16-25-00-635,111,111,0,2025-02-03-16-25-00-634
720,2025-02-03-16-25-00-652,120,120,0,2025-02-03-16-25-00-651
721,2025-02-03-16-25-00-668,129,129,0,2025-02-03-16-25-00-668
722,2025-02-03-16-25-00-685,138,138,0,2025-02-03-16-25-00-686
723,2025-02-03-16-25-00-702,147,147,0,2025-02-03-16-25-00-704
724,2025-02-03-16-25-00-718,156,156,0,2025-02-03-16-25-00-722
725,2025-02-03-16-25-00-735,165,165,0,2025-02-03-16-25-00-738
726,2025-02-03-16-25-00-752,173,173,0,2025-02-03-16-25-00-756
727,2025-02-03-16-25-00-769,182,182,0,2025-02-03-16-25-00-773
728,2025-02-03-16-25-00-785,192,192,0,2025-02-03-16-25-00-792
729,2025-02-03-16-25-00-802,201,201,0,2025-02-03-16-25-00-811
730,2025-02-03-16-25-00-819,201,201,0,2025-02-03-16-25-00-811
731,2025-02-03-16-25-00-835,210,210,0,2025-02-03-16-25-00-829
732,2025-02-03-16-25-00-852,219,219,0,2025-02-03-16-25-00-845
733,2025-02-03-16-25-00-869,227,227,0,2025-02-03-16-25-00-863
734,2025-02-03-16-25-00-886,236,236,0,2025-02-03-16-25-00-879
735,2025-02-03-16-25-00-902,245,245,0,2025-02-03-16-25-00-896
736,2025-02-03-16-25-00-919,254,254,0,2025-02-03-16-25-00-914
737,2025-02-03-16-25-00-936,247,247,0,2025-02-03-16-25-00-932
738,2025-02-03-16-25-00-952,238,238,0,2025-02-03-16-25-00-949
739,2025-02-03-16-25-00-969,230,230,0,2025-02-03-16-25-00-967
740,2025-02-03-16-25-00-986,221,221,0,2025-02-03-16-25-00-984
741,2025-02-03-16-25-01-002,212,212,0,2025-02-03-16-25-01-001
742,2025-02-03-16-25-01-019,203,203,0,2025-02-03-16-25-01-019
743,2025-02-03-16-25-01-036,194,194,0,2025-02-03-16-25-01-037
744,2025-02-03-16-25-01-053,185,185,0,2025-02-03-16-25-01-055
745,2025-02-03-16-25-01-069,176,176,0,2025-02-03-16-25-01-071
746,2025-02-03-16-25-01-086,167,167,0,2025-02-03-16-25-01-090
747,2025-02-03-16-25-01-103,158,158,0,2025-02-03-16-25-01-107
748,2025-02-03-16-25-01-119,148,148,0,2025-02-03-16-25-01-129
749,2025-02-03-16-25-01-136,148,148,0,2025-02-03-16-25-01-129
750,2025-02-03-16-25-01-153,140,140,0,2025-02-03-16-25-01-144
751,2025-02-03-16-25-01-170,131,131,0,2025-02-03-16-25-01-162
752,2025-02-03-16-25-01-186,122,122,0,2025-02-03-16-25-01-179
753,2025-02-03-16-25-01-203,113,113,0,2025-02-03-16-25-01-196
754,2025-02-03-16-25-01-220,104,104,0,2025-02-03-16-25-01-213
755,2025-02-03-16-25-01-236,95,95,0,2025-02-03-16-25-01-231
756,2025-02-03-16-25-01-253,86,86,0,2025-02-03-16-25-01-247
757,2025-02-03-16-25-01-270,77,77,0,2025-02-03-16-25-01-265
758,2025-02-03-16-25-01-286,69,69,0,2025-02-03-16-25-01-282
759,2025-02-03-16-25-01-303,60,60,0,2025-02-03-16-25-01-300
760,2025-02-03-16-25-01-320,51,51,0,2025-02-03-16-25-01-316
761,2025-02-03-16-25-01-337,42,42,0,2025-02-03-16-25-01-334
762,2025-02-03-16-25-01-353,33,33,0,2025-02-03-16-25-01-351
763,2025-02-03-16-25-01-370,24,24,0,2025-02-03-16-25-01-370
764,2025-02-03-16-25-01-387,15,15,0,2025-02-03-16-25-01-387
765,2025-02-03-16-25-01-403,6,6,0,2025-02-03-16-25-01-404
766,2025-02-03-16-25-01-420,0,0,0,2025-02-03-16-25-01-427
767,2025-02-03-16-25-01-437,0,0,0,2025-02-03-16-25-01-445
768,2025-02-03-16-25-01-454,0,0,0,2025-02-03-16-25-01-462
769,2025-02-03-16-25-01-470,0,0,0,2025-02-03-16-25-01-462
770,2025-02-03-16-25-01-487,0,0,0,2025-02-03-16-25-01-479
771,2025-02-03-16-25-01-504,0,0,0,2025-02-03-16-25-01-496
772,2025-02-03-16-25-01-520,0,0,0,2025-02-03-16-25-01-513
773,2025-02-03-16-25-01-537,0,0,0,2025-02-03-16-25-01-530
774,2025-02-03-16-25-01-554,0,0,0,2025-02-03-16-25-01-547
775,2025-02-03-16-25-01-570,0,0,0,2025-02-03-16-25-01-565
776,2025-02-03-16-25-01-587,0,0,0,2025-02-03-16-25-01-583
777,2025-02-03-16-25-01-604,0,0,0,2025-02-03-16-25-01-600
778,2025-02-03-16-25-01-621,0,0,0,2025-02-03-16-25-01-618
779,2025-02-03-16-25-01-637,0,0,0,2025-02-03-16-25-01-636
780,2025-02-03-16-25-01-654,0,9,9,2025-02-03-16-25-01-654
781,2025-02-03-16-25-01-671,0,18,18,2025-02-03-16-25-01-672
782,2025-02-03-16-25-01-687,0,27,27,2025-02-03-16-25-01-694
783,2025-02-03-16-25-01-704,0,35,35,2025-02-03-16-25-01-706
784,2025-02-03-16-25-01-721,0,44,44,2025-02-03-16-25-01-723
785,2025-02-03-16-25-01-738,0,53,53,2025-02-03-16-25-01-741
786,2025-02-03-16-25-01-754,0,62,62,2025-02-03-16-25-01-758
787,2025-02-03-16-25-01-771,0,71,71,2025-02-03-16-25-01-776
788,2025-02-03-16-25-01-788,0,80,80,2025-02-03-16-25-01-793
789,2025-02-03-16-25-01-804,0,89,89,2025-02-03-16-25-01-811
790,2025-02-03-16-25-01-821,0,97,97,2025-02-03-16-25-01-827
791,2025-02-03-16-25-01-838,0,106,106,2025-02-03-16-25-01-845
792,2025-02-03-16-25-01-854,0,106,106,2025-02-03-16-25-01-845
793,2025-02-03-16-25-01-871,0,115,115,2025-02-03-16-25-01-863
794,2025-02-03-16-25-01-888,0,124,124,2025-02-03-16-25-01-880
795,2025-02-03-16-25-01-905,0,133,133,2025-02-03-16-25-01-897
796,2025-02-03-16-25-01-921,0,142,142,2025-02-03-16-25-01-915
797,2025-02-03-16-25-01-938,0,150,150,2025-02-03-16-25-01-931
798,2025-02-03-16-25-01-955,0,159,159,2025-02-03-16-25-01-955
799,2025-02-03-16-25-01-971,0,168,168,2025-02-03-16-25-01-967
800,2025-02-03-16-25-01-988,0,177,177,2025-02-03-16-25-01-984
801,2025-02-03-16-25-02-005,0,186,186,2025-02-03-16-25-02-000
802,2025-02-03-16-25-02-022,0,195,195,2025-02-03-16-25-02-018
803,2025-02-03-16-25-02-038,0,204,204,2025-02-03-16-25-02-036
804,2025-02-03-16-25-02-055,0,213,213,2025-02-03-16-25-02-053
805,2025-02-03-16-25-02-072,0,222,222,2025-02-03-16-25-02-071
806,2025-02-03-16-25-02-088,0,231,231,2025-02-03-16-25-02-088
807,2025-02-03-16-25-02-105,0,240,240,2025-02-03-16-25-02-106
808,2025-02-03-16-25-02-122,0,249,249,2025-02-03-16-25-02-123
809,2025-02-03-16-25-02-138,0,253,253,2025-02-03-16-25-02-141
810,2025-02-03-16-25-02-155,0,244,244,2025-02-03-16-25-02-158
811,2025-02-03-16-25-02-172,0,235,235,2025-02-03-16-25-02-177
812,2025-02-03-16-25-02-189,0,226,226,2025-02-03-16-25-02-194
813,2025-02-03-16-25-02-205,0,217,217,2025-02-03-16-25-02-210
814,2025-02-03-16-25-02-222,0,208,208,2025-02-03-16-25-02-228
815,2025-02-03-16-25-02-239,0,199,199,2025-02-03-16-25-02-245
816,2025-02-03-16-25-02-255,0,190,190,2025-02-03-16-25-02-263
817,2025-02-03-16-25-02-272,0,182,182,2025-02-03-16-25-02-280
818,2025-02-03-16-25-02-289,0,173,173,2025-02-03-16-25-02-297
819,2025-02-03-16-25-02-306,0,173,173,2025-02-03-16-25-02-297
820,2025-02-03-16-25-02-322,0,164,164,2025-02-03-16-25-02-316
821,2025-02-03-16-25-02-339,0,155,155,2025-02-03-16-25-02-332
822,2025-02-03-16-25-02-356,0,146,146,2025-02-03-16-25-02-349
823,2025-02-03-16-25-02-372,0,138,138,2025-02-03-16-25-02-366
824,2025-02-03-16-25-02-389,0,129,129,2025-02-03-16-25-02-383
825,2025-02-03-16-25-02-406,0,120,120,2025-02-03-16-25-02-401
826,2025-02-03-16-25-02-422,0,111,111,2025-02-03-16-25-02-418
827,2025-02-03-16-25-02-439,0,102,102,2025-02-03-16-25-02-435
828,2025-02-03-16-25-02-456,0,93,93,2025-02-03-16-25-02-453
829,2025-02-03-16-25-02-473,0,85,85,2025-02-03-16-25-02-471
830,2025-02-03-16-25-02-489,0,76,76,2025-02-03-16-25-02-488
831,2025-02-03-16-25-02-506,0,67,67,2025-02-03-16-25-02-505
832,2025-02-03-16-25-02-523,0,58,58,2025-02-03-16-25-02-523
833,2025-02-03-16-25-02-539,0,49,49,2025-02-03-16-25-02-542
834,2025-02-03-16-25-02-556,0,40,40,2025-02-03-16-25-02-558
835,2025-02-03-16-25-02-573,0,31,31,2025-02-03-16-25-02-576
836,2025-02-03-16-25-02-590,0,22,22,2025-02-03-16-25-02-593
837,2025-02-03-16-25-02-606,0,14,14,2025-02-03-16-25-02-611
838,2025-02-03-16-25-02-623,0,5,5,2025-02-03-16-25-02-629
839,2025-02-03-16-25-02-640,0,4,4,2025-02-03-16-25-02-647
840,2025-02-03-16-25-02-656,0,13,13,2025-02-03-16-25-02-662
841,2025-02-03-16-25-02-673,0,22,22,2025-02-03-16-25-02-680
842,2025-02-03-16-25-02-690,0,31,31,2025-02-03-16-25-02-696
843,2025-02-03-16-25-02-706,0,40,40,2025-02-03-16-25-02-714
844,2025-02-03-16-25-02-723,0,49,49,2025-02-03-16-25-02-731
845,2025-02-03-16-25-02-740,0,58,58,2025-02-03-16-25-02-748
846,2025-02-03-16-25-02-757,0,58,58,2025-02-03-16-25-02-748
847,2025-02-03-16-25-02-773,0,66,66,2025-02-03-16-25-02-766
848,2025-02-03-16-25-02-790,0,75,75,2025-02-03-16-25-02-784
849,2025-02-03-16-25-02-807,0,84,84,2025-02-03-16-25-02-800
850,2025-02-03-16-25-02-823,0,93,93,2025-02-03-16-25-02-818
851,2025-02-03-16-25-02-840,0,102,102,2025-02-03-16-25-02-835
852,2025-02-03-16-25-02-857,0,111,111,2025-02-03-16-25-02-852
853,2025-02-03-16-25-02-874,0,120,120,2025-02-03-16-25-02-871
854,2025-02-03-16-25-02-890,0,129,129,2025-02-03-16-25-02-887
855,2025-02-03-16-25-02-907,0,138,138,2025-02-03-16-25-02-906
856,2025-02-03-16-25-02-924,0,147,147,2025-02-03-16-25-02-923
857,2025-02-03-16-25-02-940,0,156,156,2025-02-03-16-25-02-943
858,2025-02-03-16-25-02-957,0,164,164,2025-02-03-16-25-02-959
859,2025-02-03-16-25-02-974,0,173,173,2025-02-03-16-25-02-977
860,2025-02-03-16-25-02-990,0,182,182,2025-02-03-16-25-02-993
861,2025-02-03-16-25-03-007,0,191,191,2025-02-03-16-25-03-010
862,2025-02-03-16-25-03-024,0,200,200,2025-02-03-16-25-03-028
863,2025-02-03-16-25-03-041,0,209,209,2025-02-03-16-25-03-046
864,2025-02-03-16-25-03-057,0,218,218,2025-02-03-16-25-03-064
865,2025-02-03-16-25-03-074,0,227,227,2025-02-03-16-25-03-081
866,2025-02-03-16-25-03-091,0,236,236,2025-02-03-16-25-03-099
867,2025-02-03-16-25-03-107,0,236,236,2025-02-03-16-25-03-099
868,2025-02-03-16-25-03-124,0,245,245,2025-02-03-16-25-03-116
869,2025-02-03-16-25-03-141,0,254,254,2025-02-03-16-25-03-133
870,2025-02-03-16-25-03-158,0,248,248,2025-02-03-16-25-03-150
871,2025-02-03-16-25-03-174,0,239,239,2025-02-03-16-25-03-168
872,2025-02-03-16-25-03-191,0,230,230,2025-02-03-16-25-03-185
873,2025-02-03-16-25-03-208,0,221,221,2025-02-03-16-25-03-203
874,2025-02-03-16-25-03-224,0,212,212,2025-02-03-16-25-03-220
875,2025-02-03-16-25-03-241,0,203,203,2025-02-03-16-25-03-238
876,2025-02-03-16-25-03-258,0,194,194,2025-02-03-16-25-03-256
877,2025-02-03-16-25-03-274,0,185,185,2025-02-03-16-25-03-273
878,2025-02-03-16-25-03-291,0,176,176,2025-02-03-16-25-03-291
879,2025-02-03-16-25-03-308,0,167,167,2025-02-03-16-25-03-308
880,2025-02-03-16-25-03-325,0,158,158,2025-02-03-16-25-03-326
881,2025-02-03-16-25-03-341,0,149,149,2025-02-03-16-25-03-343
882,2025-02-03-16-25-03-358,0,140,140,2025-02-03-16-25-03-360
883,2025-02-03-16-25-03-375,0,132,132,2025-02-03-16-25-03-378
884,2025-02-03-16-25-03-391,0,123,123,2025-02-03-16-25-03-395
885,2025-02-03-16-25-03-408,0,114,114,2025-02-03-16-25-03-412
886,2025-02-03-16-25-03-425,0,104,104,2025-02-03-16-25-03-431
887,2025-02-03-16-25-03-442,0,96,96,2025-02-03-16-25-03-448
888,2025-02-03-16-25-03-458,0,87,87,2025-02-03-16-25-03-466
889,2025-02-03-16-25-03-475,0,78,78,2025-02-03-16-25-03-483
890,2025-02-03-16-25-03-492,0,78,78,2025-02-03-16-25-03-483
891,2025-02-03-16-25-03-508,0,69,69,2025-02-03-16-25-03-501
892,2025-02-03-16-25-03-525,0,60,60,2025-02-03-16-25-03-518
893,2025-02-03-16-25-03-542,0,52,52,2025-02-03-16-25-03-534
894,2025-02-03-16-25-03-558,0,43,43,2025-02-03-16-25-03-552
895,2025-02-03-16-25-03-575,0,34,34,2025-02-03-16-25-03-571
896,2025-02-03-16-25-03-592,0,25,25,2025-02-03-16-25-03-586
897,2025-02-03-16-25-03-609,0,16,16,2025-02-03-16-25-03-604
898,2025-02-03-16-25-03-625,0,8,8,2025-02-03-16-25-03-621
899,2025-02-03-16-25-03-642,0,0,0,2025-02-03-16-25-03-644
900,2025-02-03-16-25-03-659,0,0,0,2025-02-03-16-25-03-661
901,2025-02-03-16-25-03-675,0,0,0,2025-02-03-16-25-03-679
902,2025-02-03-16-25-03-692,0,0,0,2025-02-03-16-25-03-696
903,2025-02-03-16-25-03-709,0,0,0,2025-02-03-16-25-03-712
904,2025-02-03-16-25-03-726,0,0,0,2025-02-03-16-25-03-730
905,2025-02-03-16-25-03-742,0,0,0,2025-02-03-16-25-03-749
906,2025-02-03-16-25-03-759,0,0,0,2025-02-03-16-25-03-767
907,2025-02-03-16-25-03-776,0,0,0,2025-02-03-16-25-03-783
908,2025-02-03-16-25-03-792,0,0,0,2025-02-03-16-25-03-783
909,2025-02-03-16-25-03-809,0,0,0,2025-02-03-16-25-03-801
910,2025-02-03-16-25-03-826,0,0,0,2025-02-03-16-25-03-819
911,2025-02-03-16-25-03-842,0,0,0,2025-02-03-16-25-03-837
912,2025-02-03-16-25-03-859,0,0,0,2025-02-03-16-25-03-855
913,2025-02-03-16-25-03-876,9,0,9,2025-02-03-16-25-03-872
914,2025-02-03-16-25-03-893,18,0,18,2025-02-03-16-25-03-891
915,2025-02-03-16-25-03-909,27,0,27,2025-02-03-16-25-03-912
916,2025-02-03-16-25-03-926,35,0,35,2025-02-03-16-25-03-928
917,2025-02-03-16-25-03-943,44,0,44,2025-02-03-16-25-03-942
918,2025-02-03-16-25-03-959,53,0,53,2025-02-03-16-25-03-958
919,2025-02-03-16-25-03-976,62,0,62,2025-02-03-16-25-03-976
920,2025-02-03-16-25-03-993,71,0,71,2025-02-03-16-25-03-992
921,2025-02-03-16-25-04-010,80,0,80,2025-02-03-16-25-04-012
922,2025-02-03-16-25-04-026,89,0,89,2025-02-03-16-25-04-031
923,2025-02-03-16-25-04-043,98,0,98,2025-02-03-16-25-04-046
924,2025-02-03-16-25-04-060,108,0,108,2025-02-03-16-25-04-065
925,2025-02-03-16-25-04-076,116,0,116,2025-02-03-16-25-04-082
926,2025-02-03-16-25-04-093,125,0,125,2025-02-03-16-25-04-100
927,2025-02-03-16-25-04-110,134,0,134,2025-02-03-16-25-04-118
928,2025-02-03-16-25-04-126,134,0,134,2025-02-03-16-25-04-118
929,2025-02-03-16-25-04-143,143,0,143,2025-02-03-16-25-04-134
930,2025-02-03-16-25-04-160,152,0,152,2025-02-03-16-25-04-152
931,2025-02-03-16-25-04-177,161,0,161,2025-02-03-16-25-04-169
932,2025-02-03-16-25-04-193,170,0,170,2025-02-03-16-25-04-186
933,2025-02-03-16-25-04-210,179,0,179,2025-02-03-16-25-04-204
934,2025-02-03-16-25-04-227,187,0,187,2025-02-03-16-25-04-221
935,2025-02-03-16-25-04-243,196,0,196,2025-02-03-16-25-04-240
936,2025-02-03-16-25-04-260,205,0,205,2025-02-03-16-25-04-256
937,2025-02-03-16-25-04-277,214,0,214,2025-02-03-16-25-04-275
938,2025-02-03-16-25-04-294,223,0,223,2025-02-03-16-25-04-293
939,2025-02-03-16-25-04-310,232,0,232,2025-02-03-16-25-04-308
940,2025-02-03-16-25-04-327,241,0,241,2025-02-03-16-25-04-327
941,2025-02-03-16-25-04-344,250,0,250,2025-02-03-16-25-04-343
942,2025-02-03-16-25-04-360,251,0,251,2025-02-03-16-25-04-362
943,2025-02-03-16-25-04-377,242,0,242,2025-02-03-16-25-04-379
944,2025-02-03-16-25-04-394,233,0,233,2025-02-03-16-25-04-397
945,2025-02-03-16-25-04-410,224,0,224,2025-02-03-16-25-04-415
946,2025-02-03-16-25-04-427,215,0,215,2025-02-03-16-25-04-432
947,2025-02-03-16-25-04-444,206,0,206,2025-02-03-16-25-04-449
948,2025-02-03-16-25-04-461,198,0,198,2025-02-03-16-25-04-466
949,2025-02-03-16-25-04-477,189,0,189,2025-02-03-16-25-04-483
950,2025-02-03-16-25-04-494,180,0,180,2025-02-03-16-25-04-502
951,2025-02-03-16-25-04-511,171,0,171,2025-02-03-16-25-04-519
952,2025-02-03-16-25-04-527,171,0,171,2025-02-03-16-25-04-519
953,2025-02-03-16-25-04-544,162,0,162,2025-02-03-16-25-04-536
954,2025-02-03-16-25-04-561,153,0,153,2025-02-03-16-25-04-553
955,2025-02-03-16-25-04-578,144,0,144,2025-02-03-16-25-04-572
956,2025-02-03-16-25-04-594,135,0,135,2025-02-03-16-25-04-591
957,2025-02-03-16-25-04-611,126,0,126,2025-02-03-16-25-04-608
958,2025-02-03-16-25-04-628,117,0,117,2025-02-03-16-25-04-627
959,2025-02-03-16-25-04-644,108,0,108,2025-02-03-16-25-04-643
960,2025-02-03-16-25-04-661,99,0,99,2025-02-03-16-25-04-661
961,2025-02-03-16-25-04-678,90,0,90,2025-02-03-16-25-04-678
962,2025-02-03-16-25-04-694,81,0,81,2025-02-03-16-25-04-695
963,2025-02-03-16-25-04-711,72,0,72,2025-02-03-16-25-04-712
964,2025-02-03-16-25-04-728,63,0,63,2025-02-03-16-25-04-731
965,2025-02-03-16-25-04-745,54,0,54,2025-02-03-16-25-04-749
966,2025-02-03-16-25-04-761,45,0,45,2025-02-03-16-25-04-766
967,2025-02-03-16-25-04-778,36,0,36,2025-02-03-16-25-04-783
968,2025-02-03-16-25-04-795,28,0,28,2025-02-03-16-25-04-801
969,2025-02-03-16-25-04-811,19,0,19,2025-02-03-16-25-04-818
970,2025-02-03-16-25-04-828,10,0,10,2025-02-03-16-25-04-835
971,2025-02-03-16-25-04-845,1,0,1,2025-02-03-16-25-04-851
972,2025-02-03-16-25-04-862,7,0,7,2025-02-03-16-25-04-868
973,2025-02-03-16-25-04-878,17,0,17,2025-02-03-16-25-04-886
974,2025-02-03-16-25-04-895,17,0,17,2025-02-03-16-25-04-886
975,2025-02-03-16-25-04-912,26,0,26,2025-02-03-16-25-04-906
976,2025-02-03-16-25-04-928,35,0,35,2025-02-03-16-25-04-922
977,2025-02-03-16-25-04-945,44,0,44,2025-02-03-16-25-04-939
978,2025-02-03-16-25-04-962,53,0,53,2025-02-03-16-25-04-958
979,2025-02-03-16-25-04-978,62,0,62,2025-02-03-16-25-04-975
