timestamp,R,G,B,segment
2025-02-05-17-07-56-794,253,50,27,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-56-813,248,45,20,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-56-830,239,40,12,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-56-848,230,35,6,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-56-866,221,30,1,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-56-883,213,26,8,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-56-900,204,21,15,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-56-917,196,16,22,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-56-935,187,12,29,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-56-953,178,7,36,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-56-970,170,2,42,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-56-986,161,2,49,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-57-003,153,7,56,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-57-020,144,12,63,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-57-039,135,17,70,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-57-056,126,21,77,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-57-074,117,26,84,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-57-092,108,31,91,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-57-109,100,36,98,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-57-128,91,41,105,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-57-146,82,46,113,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-57-163,73,51,120,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-57-181,64,56,127,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-57-199,55,60,134,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-57-216,46,65,141,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-57-234,38,70,147,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-57-252,29,75,155,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-57-269,20,79,161,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-57-287,11,84,169,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-57-304,3,89,175,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-57-322,6,94,182,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-57-339,15,98,189,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-57-357,24,103,196,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-57-375,33,108,203,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-57-392,41,113,210,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-57-409,50,118,217,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-57-428,59,122,224,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-57-446,68,127,231,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-57-462,76,132,238,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-57-479,85,137,245,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-57-497,94,141,252,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-57-514,102,146,251,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-57-531,111,151,245,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-57-548,120,155,238,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-57-566,128,160,231,Advanced: R(f=0.98,p=0.30) | G(f=0.53,p=0.25) | B(f=0.78,p=1.00)
2025-02-05-17-07-57-586,0,0,0,Pause
2025-02-05-17-07-57-603,0,0,0,Pause
2025-02-05-17-07-57-619,0,0,0,Pause
2025-02-05-17-07-57-636,0,0,0,Pause
2025-02-05-17-07-57-653,0,0,0,Pause
2025-02-05-17-07-57-671,0,0,0,Pause
2025-02-05-17-07-57-690,0,0,0,Pause
2025-02-05-17-07-57-706,0,0,0,Pause
2025-02-05-17-07-57-723,0,0,0,Pause
2025-02-05-17-07-57-741,0,0,0,Pause
2025-02-05-17-07-57-758,0,0,0,Pause
2025-02-05-17-07-57-776,0,0,0,Pause
2025-02-05-17-07-57-794,82,206,24,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-57-812,91,211,17,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-57-829,99,215,9,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-57-845,107,220,2,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-57-864,116,224,6,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-57-882,124,229,14,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-57-899,133,233,22,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-57-917,141,238,30,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-57-935,149,242,37,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-57-952,158,247,45,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-57-970,166,251,52,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-57-987,174,254,60,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-004,183,250,68,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-022,191,245,75,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-039,199,241,83,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-057,208,236,91,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-074,216,232,98,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-092,224,227,106,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-109,233,223,113,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-127,241,218,121,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-145,249,214,129,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-162,252,209,137,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-180,244,205,144,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-198,236,200,152,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-215,227,196,159,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-231,219,191,167,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-250,211,187,175,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-267,202,182,182,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-284,194,177,190,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-302,186,173,198,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-320,177,169,205,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-338,169,164,213,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-354,160,159,221,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-372,152,155,228,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-389,144,151,236,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-407,136,146,244,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-425,127,142,251,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-443,119,137,251,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-459,111,133,244,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-477,102,128,236,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-495,94,124,228,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-512,86,119,221,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-530,77,115,213,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-546,69,110,205,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-564,61,105,198,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-583,52,101,190,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-600,44,96,182,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-617,35,92,175,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-635,27,87,167,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-653,19,83,159,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-670,10,78,152,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-688,2,74,144,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-705,6,69,136,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-722,14,65,129,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-740,23,60,121,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-758,32,56,113,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-775,40,51,105,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-794,49,46,97,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-812,57,42,90,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-829,65,37,82,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-846,74,33,74,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-865,83,28,66,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-882,91,24,59,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-901,99,19,51,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-917,107,15,43,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-934,116,10,36,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-952,124,6,28,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-970,132,1,21,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-58-987,141,3,13,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-004,149,8,5,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-021,157,12,2,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-039,165,16,9,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-056,173,21,17,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-074,182,25,25,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-092,190,30,33,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-109,199,35,40,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-127,207,39,48,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-143,215,43,55,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-161,223,48,63,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-178,232,52,70,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-195,240,57,78,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-213,248,61,86,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-231,253,66,93,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-248,245,70,101,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-265,237,75,109,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-284,228,80,117,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-302,220,84,124,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-319,211,89,132,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-337,203,93,140,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-354,194,98,147,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-372,186,102,155,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-390,178,107,163,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-407,169,111,171,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-425,161,116,178,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-442,153,120,186,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-459,144,125,193,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-477,136,129,201,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-494,128,134,209,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-512,119,138,216,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-528,111,143,224,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-547,103,147,232,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-565,94,152,239,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-583,86,156,247,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-600,78,161,255,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-617,69,165,248,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-635,61,170,240,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-652,53,174,233,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-669,45,179,225,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-685,37,183,218,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-703,28,188,210,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-720,20,192,203,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-737,12,196,195,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-755,4,201,188,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-772,5,205,180,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-790,13,210,172,Advanced: R(f=0.93,p=0.16) | G(f=0.50,p=0.40) | B(f=0.86,p=0.95)
2025-02-05-17-07-59-809,0,0,0,Pause
2025-02-05-17-07-59-826,0,0,0,Pause
2025-02-05-17-07-59-843,0,0,0,Pause
2025-02-05-17-07-59-860,0,0,0,Pause
2025-02-05-17-07-59-877,0,0,0,Pause
2025-02-05-17-07-59-895,0,0,0,Pause
2025-02-05-17-07-59-914,0,0,0,Pause
2025-02-05-17-07-59-930,0,0,0,Pause
2025-02-05-17-07-59-948,0,0,0,Pause
2025-02-05-17-07-59-965,0,0,0,Pause
2025-02-05-17-07-59-983,0,0,0,Pause
2025-02-05-17-08-00-000,0,0,0,Pause
2025-02-05-17-08-00-018,31,220,72,Advanced: R(f=0.87,p=0.06) | G(f=0.50,p=0.57) | B(f=0.92,p=0.86)
2025-02-05-17-08-00-035,38,216,64,Advanced: R(f=0.87,p=0.06) | G(f=0.50,p=0.57) | B(f=0.92,p=0.86)
2025-02-05-17-08-00-052,46,211,56,Advanced: R(f=0.87,p=0.06) | G(f=0.50,p=0.57) | B(f=0.92,p=0.86)
2025-02-05-17-08-00-070,54,207,48,Advanced: R(f=0.87,p=0.06) | G(f=0.50,p=0.57) | B(f=0.92,p=0.86)
2025-02-05-17-08-00-087,62,202,39,Advanced: R(f=0.87,p=0.06) | G(f=0.50,p=0.57) | B(f=0.92,p=0.86)
2025-02-05-17-08-00-105,69,198,31,Advanced: R(f=0.87,p=0.06) | G(f=0.50,p=0.57) | B(f=0.92,p=0.86)
2025-02-05-17-08-00-122,77,193,23,Advanced: R(f=0.87,p=0.06) | G(f=0.50,p=0.57) | B(f=0.92,p=0.86)
2025-02-05-17-08-00-139,84,189,15,Advanced: R(f=0.87,p=0.06) | G(f=0.50,p=0.57) | B(f=0.92,p=0.86)
2025-02-05-17-08-00-157,92,184,7,Advanced: R(f=0.87,p=0.06) | G(f=0.50,p=0.57) | B(f=0.92,p=0.86)
2025-02-05-17-08-00-175,100,180,2,Advanced: R(f=0.87,p=0.06) | G(f=0.50,p=0.57) | B(f=0.92,p=0.86)
2025-02-05-17-08-00-192,108,175,10,Advanced: R(f=0.87,p=0.06) | G(f=0.50,p=0.57) | B(f=0.92,p=0.86)
2025-02-05-17-08-00-209,115,171,18,Advanced: R(f=0.87,p=0.06) | G(f=0.50,p=0.57) | B(f=0.92,p=0.86)
2025-02-05-17-08-00-226,123,167,26,Advanced: R(f=0.87,p=0.06) | G(f=0.50,p=0.57) | B(f=0.92,p=0.86)
2025-02-05-17-08-00-244,131,162,34,Advanced: R(f=0.87,p=0.06) | G(f=0.50,p=0.57) | B(f=0.92,p=0.86)
2025-02-05-17-08-00-261,139,158,42,Advanced: R(f=0.87,p=0.06) | G(f=0.50,p=0.57) | B(f=0.92,p=0.86)
2025-02-05-17-08-00-278,146,153,51,Advanced: R(f=0.87,p=0.06) | G(f=0.50,p=0.57) | B(f=0.92,p=0.86)
2025-02-05-17-08-00-295,154,149,59,Advanced: R(f=0.87,p=0.06) | G(f=0.50,p=0.57) | B(f=0.92,p=0.86)
2025-02-05-17-08-00-313,161,145,67,Advanced: R(f=0.87,p=0.06) | G(f=0.50,p=0.57) | B(f=0.92,p=0.86)
2025-02-05-17-08-00-329,169,140,74,Advanced: R(f=0.87,p=0.06) | G(f=0.50,p=0.57) | B(f=0.92,p=0.86)
2025-02-05-17-08-00-347,176,136,83,Advanced: R(f=0.87,p=0.06) | G(f=0.50,p=0.57) | B(f=0.92,p=0.86)
2025-02-05-17-08-00-365,184,131,91,Advanced: R(f=0.87,p=0.06) | G(f=0.50,p=0.57) | B(f=0.92,p=0.86)
2025-02-05-17-08-00-382,192,127,99,Advanced: R(f=0.87,p=0.06) | G(f=0.50,p=0.57) | B(f=0.92,p=0.86)
2025-02-05-17-08-00-400,200,122,108,Advanced: R(f=0.87,p=0.06) | G(f=0.50,p=0.57) | B(f=0.92,p=0.86)
2025-02-05-17-08-00-418,208,118,116,Advanced: R(f=0.87,p=0.06) | G(f=0.50,p=0.57) | B(f=0.92,p=0.86)
2025-02-05-17-08-00-435,215,113,124,Advanced: R(f=0.87,p=0.06) | G(f=0.50,p=0.57) | B(f=0.92,p=0.86)
2025-02-05-17-08-00-452,223,109,132,Advanced: R(f=0.87,p=0.06) | G(f=0.50,p=0.57) | B(f=0.92,p=0.86)
2025-02-05-17-08-00-469,231,104,141,Advanced: R(f=0.87,p=0.06) | G(f=0.50,p=0.57) | B(f=0.92,p=0.86)
2025-02-05-17-08-00-487,239,100,149,Advanced: R(f=0.87,p=0.06) | G(f=0.50,p=0.57) | B(f=0.92,p=0.86)
