timestamp,R,G,B,segment
2025-02-05-17-07-44-876,155,227,146,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-44-894,163,235,142,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-44-912,170,243,137,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-44-929,178,251,133,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-44-947,186,250,128,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-44-965,193,242,123,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-44-983,201,234,119,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-001,208,226,114,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-018,216,218,110,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-036,223,210,105,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-053,231,202,101,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-071,238,194,96,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-089,246,186,92,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-107,253,178,87,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-124,249,170,83,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-142,242,162,78,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-159,235,154,74,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-178,227,146,69,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-194,220,138,65,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-211,212,130,61,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-229,205,122,56,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-247,198,114,52,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-264,190,107,47,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-281,183,99,43,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-299,175,91,38,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-316,168,83,34,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-333,161,75,30,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-350,153,67,25,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-369,146,59,21,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-386,138,51,16,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-403,131,43,12,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-422,123,35,7,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-439,116,27,3,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-456,109,19,2,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-474,101,11,6,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-491,94,3,11,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-509,86,5,15,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-526,79,13,20,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-543,72,21,24,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-560,64,29,28,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-579,57,37,33,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-595,50,45,37,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-613,42,53,42,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-630,35,61,46,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-649,27,69,51,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-666,20,77,55,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-683,12,85,60,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-702,5,93,64,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-718,2,101,69,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-735,10,108,73,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-753,17,116,78,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-771,25,124,82,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-788,32,133,87,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-807,40,141,91,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-824,47,149,96,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-841,55,157,100,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-859,62,164,104,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-876,69,172,109,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-893,77,180,113,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-911,84,188,118,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-928,91,196,122,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-944,98,203,126,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-962,106,211,131,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-979,113,219,135,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-45-996,120,227,140,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-46-013,128,235,144,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-46-031,135,243,148,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-46-048,142,251,153,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-46-065,150,251,157,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-46-084,157,243,162,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-46-102,165,235,166,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-46-119,172,227,171,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-46-136,180,219,175,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-46-154,187,211,180,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-46-171,194,204,184,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-46-188,202,196,189,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-46-206,209,188,193,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-46-223,216,180,197,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-46-241,224,172,202,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-46-258,231,164,206,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-46-277,239,156,211,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-46-294,247,147,216,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-46-312,254,139,220,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-46-330,249,131,225,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-46-347,241,124,229,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-46-364,234,116,233,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-46-381,227,108,238,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-46-398,220,100,242,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-46-416,212,92,246,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-46-432,205,84,251,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-46-450,197,76,255,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-46-468,190,68,250,Advanced: R(f=0.83,p=0.97) | G(f=0.89,p=0.09) | B(f=0.50,p=0.51)
2025-02-05-17-07-46-487,0,0,0,Pause
2025-02-05-17-07-46-504,0,0,0,Pause
2025-02-05-17-07-46-521,0,0,0,Pause
2025-02-05-17-07-46-539,0,0,0,Pause
2025-02-05-17-07-46-556,0,0,0,Pause
2025-02-05-17-07-46-574,0,0,0,Pause
2025-02-05-17-07-46-591,0,0,0,Pause
2025-02-05-17-07-46-609,0,0,0,Pause
2025-02-05-17-07-46-627,0,0,0,Pause
2025-02-05-17-07-46-645,0,0,0,Pause
2025-02-05-17-07-46-661,0,0,0,Pause
2025-02-05-17-07-46-680,0,0,0,Pause
2025-02-05-17-07-46-698,54,10,166,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-46-714,46,17,161,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-46-732,38,24,156,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-46-750,30,31,152,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-46-766,22,38,147,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-46-783,14,46,143,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-46-801,6,53,138,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-46-817,2,60,134,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-46-835,10,67,129,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-46-852,18,74,125,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-46-870,26,82,120,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-46-888,34,89,115,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-46-905,42,96,111,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-46-923,50,104,106,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-46-940,58,111,102,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-46-958,66,118,97,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-46-976,74,126,92,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-46-993,82,133,88,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-010,90,140,83,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-028,98,147,79,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-044,106,154,74,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-062,114,162,70,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-080,122,169,65,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-096,130,176,61,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-114,138,183,56,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-131,146,190,52,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-148,154,198,47,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-165,162,205,42,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-183,170,212,38,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-201,178,220,33,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-219,187,227,28,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-236,194,234,24,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-252,202,241,19,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-271,210,249,15,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-288,218,254,10,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-304,226,247,6,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-322,234,240,1,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-339,242,232,3,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-357,250,225,8,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-374,252,218,13,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-392,244,211,17,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-409,235,203,22,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-427,227,196,27,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-446,219,188,31,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-464,211,181,36,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-481,202,173,41,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-499,194,166,45,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-516,186,158,50,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-534,178,151,55,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-552,170,144,59,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-570,162,137,64,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-586,154,130,68,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-604,146,122,73,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-620,138,115,77,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-638,130,108,82,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-656,122,100,87,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-673,114,93,91,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-692,105,85,96,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-709,98,78,101,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-727,89,71,105,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-744,81,64,110,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-762,73,56,114,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-779,65,49,119,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-796,57,42,124,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-815,49,34,128,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-832,41,27,133,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-849,33,20,138,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-866,25,13,142,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-884,17,5,147,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-901,9,2,151,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-918,1,9,156,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-935,7,16,160,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-952,15,23,165,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-970,23,30,169,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-47-988,31,38,174,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-48-005,39,45,179,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-48-022,47,52,183,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-48-040,55,60,188,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-48-057,63,67,192,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-48-074,71,74,197,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-48-092,79,81,201,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-48-109,87,89,206,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-48-127,95,96,211,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-48-144,103,103,215,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-48-163,112,111,220,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-48-180,120,118,225,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-48-198,128,126,229,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-48-216,136,133,234,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-48-233,144,140,238,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-48-251,152,148,243,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-48-268,160,155,248,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-48-286,168,162,252,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-48-304,176,170,253,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-48-320,184,177,249,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-48-337,192,184,244,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-48-355,200,191,239,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-48-372,208,198,235,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-48-390,216,206,230,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-48-407,224,213,226,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
2025-02-05-17-07-48-425,232,220,221,Advanced: R(f=0.90,p=0.89) | G(f=0.82,p=0.02) | B(f=0.52,p=0.68)
