10.0,0.0
11.0,0.0
12.0,0.11875
13.0,0.0
14.0,0.025
15.0,0.025
16.0,0.03125
17.0,0.0375
18.0,0.15
19.0,0.23125
20.0,0.1875
21.0,0.44375
22.0,0.35
23.0,0.4
24.0,0.31875
25.0,0.2875
26.0,0.3125
27.0,0.16875
28.0,0.26875
29.0,0.34375
30.0,0.45
