5,10110001,True
5,10110001,True
5,10110001,True
5,10110001,True
5,10110001,True
5,10110001,True
5,10110001,True
5,10110001,True
5,10110001,True
5,10110001,True
5,10110001,True
5,10110001,True
5,10110001,True
5,10110001,True
5,10110001,True
5,10110001,True
5,10110001,True
5,10110001,True
5,10110001,True
5,10110001,True
5,10110001,True
5,10110001,True
5,10110001,True
5,10110001,True
5,10110001,True
5,10110001,True
5,10110001,True
5,10110001,True
5,10110001,True
5,10110001,True
5,10110001,True
5,10110001,True
5,10110001,True
5,10110001,True
5,10110001,True
5,10110001,True
5,10110001,True
5,10110001,True
5,10110001,True
5,10110001,True
6,10111000,False
6,10110001,True
6,10110001,True
6,10111000,False
6,10110001,True
6,10110001,True
6,10110001,True
6,10110001,True
6,10110001,True
6,11011000,False
6,10110001,True
6,10110001,True
6,10110001,True
6,10110001,True
6,10110001,True
6,10110001,True
6,10110001,True
6,10110001,True
6,10110001,True
6,10110001,True
6,10111000,False
6,10110001,True
6,11011000,False
6,10110001,True
6,10110001,True
6,10111000,False
6,10110001,True
6,10110001,True
6,10110001,True
6,10110001,True
6,10011000,False
6,10110001,True
6,11011000,False
6,10110001,True
6,10110001,True
6,10111000,False
6,10110001,True
6,10011000,False
6,10111000,False
6,10110001,True
7,10110001,True
7,10110001,True
7,10110001,True
7,10110001,True
7,10110001,True
7,10110001,True
7,10110001,True
7,10110001,True
7,11011000,False
7,10110001,True
7,11011000,False
7,10110001,True
7,11011000,False
7,10110001,True
7,10110001,True
7,10111000,False
7,10110001,True
7,10110001,True
7,10110001,True
7,11011000,False
7,10110001,True
7,11011000,False
7,10110001,True
7,10110001,True
7,10111000,False
7,10110001,True
7,10110001,True
7,10110001,True
7,10110001,True
7,10110001,True
7,10110001,True
7,10110001,True
7,10110001,True
7,10110001,True
7,10110001,True
7,10110001,True
7,10110001,True
7,10110001,True
7,10110001,True
7,10110001,True
8,10011000,False
8,10111000,False
8,10111000,False
8,10011000,False
8,10011000,False
8,11011000,False
8,10110001,True
8,11011000,False
8,10110001,True
8,10110001,True
8,10110001,True
8,10110001,True
8,10110001,True
8,10110001,True
8,10110001,True
8,10110001,True
8,10110001,True
8,10110001,True
8,10110001,True
8,10110001,True
8,10011000,False
8,10110001,True
8,10110001,True
8,10110001,True
8,11011000,False
8,11011000,False
8,11011100,False
8,10111000,False
8,10111000,False
8,10111000,False
8,10011000,False
8,10111000,False
8,10011000,False
8,11011000,False
8,11011000,False
8,10110001,True
8,10110001,True
