Frame Index,Value,Change Type,State
0,44.0,,
1,44.0,,
2,39.0,,
3,42.0,,
4,42.0,,
5,42.0,,
6,39.0,,
7,39.0,,
8,37.0,,
9,37.0,,
10,37.0,,
11,35.0,,
12,37.0,,
13,37.0,,
14,32.0,,
15,39.0,,
16,42.0,,
17,42.0,,
18,42.0,,
19,42.0,,
20,37.0,,
21,35.0,,
22,37.0,,
23,37.0,,
24,30.0,,
25,35.0,,
26,30.0,,
27,32.0,,
28,35.0,,
29,32.0,,
30,32.0,,
31,32.0,,
32,32.0,,
33,32.0,,
34,35.0,,
35,30.0,,
36,28.0,,
37,28.0,,
38,28.0,,
39,26.0,,
40,28.0,,
41,28.0,,
42,26.0,,
43,28.0,,
44,28.0,,
45,26.0,,
46,28.0,,
47,26.0,,
48,26.0,,
49,26.0,,
50,28.0,,
51,28.0,,
52,26.0,,
53,26.0,,
54,26.0,,
55,23.0,,
56,23.0,,
57,26.0,,
58,23.0,,
59,26.0,,
60,26.0,,
61,19.0,,
62,21.0,,
63,23.0,,
64,19.0,,
65,21.0,,
66,23.0,,
67,23.0,,
68,21.0,,
69,19.0,,
70,21.0,,
71,21.0,,
72,21.0,,
73,21.0,,
74,51.0,up,
75,51.0,,
76,51.0,,
77,46.0,,1
78,46.0,,
79,46.0,,
80,46.0,,
81,174.0,,
82,250.0,,
83,248.0,,1
84,246.0,,
85,243.0,,
86,239.0,,
87,35.0,down,
88,35.0,,
89,35.0,,
90,35.0,,0
91,37.0,,
92,37.0,,
93,118.0,up,
94,248.0,,
95,246.0,,1
96,241.0,,
97,241.0,,
98,241.0,,
99,46.0,down,
100,49.0,,
101,46.0,,
102,49.0,,0
103,49.0,,
104,49.0,,
105,67.0,,
106,236.0,up,
107,236.0,,
108,234.0,,1
109,236.0,,
110,234.0,,
111,128.0,down,
112,49.0,,
113,49.0,,
114,49.0,,0
115,46.0,,
116,44.0,,
117,79.0,up,
118,232.0,,
119,234.0,,
120,232.0,,1
121,232.0,,
122,234.0,,
123,86.0,down,
124,5.0,,
125,5.0,,
126,7.0,,
127,7.0,,
128,5.0,,
129,16.0,,
130,56.0,up,
131,53.0,,1
132,53.0,,
133,53.0,,
134,51.0,,
135,227.0,,
136,236.0,,
137,236.0,,
138,236.0,,
139,236.0,,1
140,239.0,,
141,239.0,,
142,128.0,down,
143,51.0,,0
144,49.0,,
145,51.0,,
146,49.0,,
147,204.0,up,
148,241.0,,
149,241.0,,
150,243.0,,
151,241.0,,1
152,241.0,,
153,241.0,,
154,125.0,down,
155,51.0,,0
156,51.0,,
157,51.0,,
158,51.0,,
159,46.0,,
160,35.0,,
161,37.0,,
162,37.0,,
163,39.0,,0
164,39.0,,
165,37.0,,
166,223.0,up,
167,236.0,,1
168,241.0,,
169,241.0,,
170,243.0,,
171,211.0,down,
172,51.0,,
173,51.0,,
