Frame Index,Value,Change Type,State
0,252.0,,
1,255.0,,
2,252.0,,
3,252.0,,
4,249.0,,
5,249.0,,
6,249.0,,
7,249.0,,
8,249.0,,
9,249.0,,
10,249.0,,
11,249.0,,
12,246.0,,
13,249.0,,
14,246.0,,
15,246.0,,
16,246.0,,
17,246.0,,
18,246.0,,
19,249.0,,
20,246.0,,
21,246.0,,
22,246.0,,
23,246.0,,
24,246.0,,
25,246.0,,
26,246.0,,
27,246.0,,
28,246.0,,
29,244.0,,
30,244.0,,
31,246.0,,
32,246.0,,
33,246.0,,
34,246.0,,
35,246.0,,
36,246.0,,
37,246.0,,
38,246.0,,
39,244.0,,
40,244.0,,
41,246.0,,
42,246.0,,
43,244.0,,
44,244.0,,
45,244.0,,
46,244.0,,
47,246.0,,
48,244.0,,
49,244.0,,
50,244.0,,
51,244.0,,
52,244.0,,
53,246.0,,
54,244.0,,
55,246.0,,
56,246.0,,
57,246.0,,
58,244.0,,
59,246.0,,
60,246.0,,
61,244.0,,
62,244.0,,
63,244.0,,
64,244.0,,
65,246.0,,
66,244.0,,
67,246.0,,
68,244.0,,
69,246.0,,
70,244.0,,
71,246.0,,
72,244.0,,
73,244.0,,
74,244.0,,
75,244.0,,
76,244.0,,
77,244.0,,
78,244.0,,
79,244.0,,
80,244.0,,
81,246.0,,
82,244.0,,
83,246.0,,
84,244.0,,
85,246.0,,
86,244.0,,
87,244.0,,
88,244.0,,
89,246.0,,
90,244.0,,
91,246.0,,
92,212.0,,
93,209.0,,
94,203.0,,
95,206.0,,
96,206.0,,
97,155.0,,
98,23.0,,
99,23.0,,
100,23.0,,
101,26.0,,
102,26.0,,
103,29.0,,
104,29.0,,
105,29.0,,
106,29.0,,
107,29.0,,
108,29.0,,
109,192.0,up,
110,206.0,,
111,209.0,,
112,209.0,,
113,209.0,,
114,201.0,,
115,189.0,,
116,189.0,,
117,192.0,,
118,192.0,,
119,195.0,,
120,195.0,,
121,132.0,down,
122,0.0,,
123,3.0,,
124,3.0,,
125,3.0,,
126,11.0,,
127,32.0,,
128,32.0,,
129,32.0,,
130,32.0,,
131,32.0,,
132,32.0,,
133,20.0,,
134,3.0,,
135,6.0,,
136,3.0,,
137,6.0,,
138,14.0,,
139,49.0,up,
140,46.0,,
141,49.0,,
142,49.0,,
143,49.0,,
144,52.0,,
145,49.0,,
146,43.0,,
147,46.0,,
148,43.0,,
149,43.0,,
150,43.0,,
151,23.0,,
152,17.0,,
153,17.0,,
154,17.0,,
155,17.0,,
156,17.0,,
157,14.0,,
158,11.0,,
159,14.0,,
160,14.0,,
161,14.0,,
162,14.0,,
163,223.0,,
164,232.0,,
165,232.0,,
166,232.0,,0
167,232.0,,
168,229.0,,
169,221.0,,
170,43.0,down,
171,43.0,,
172,40.0,,0
173,40.0,,
174,40.0,,
175,46.0,,
176,46.0,,
177,46.0,,
178,46.0,,0
179,46.0,,
180,46.0,,
181,46.0,,
182,221.0,up,
183,229.0,,
184,229.0,,1
185,232.0,,
186,232.0,,
187,215.0,,
188,212.0,,
189,212.0,,
190,212.0,,1
191,215.0,,
192,212.0,,
193,212.0,,
194,77.0,down,
195,20.0,,
196,20.0,,0
