Frame Index,Value,Change Type,State
0,34.0,,
1,34.0,,
2,34.0,,
3,34.0,,
4,34.0,,
5,34.0,,
6,34.0,,
7,34.0,,
8,34.0,,
9,34.0,,
10,34.0,,
11,43.0,,
12,43.0,,
13,49.0,,
14,52.0,,
15,52.0,,
16,52.0,,
17,49.0,,
18,49.0,,
19,49.0,,
20,46.0,,
21,46.0,,
22,46.0,,
23,46.0,,
24,46.0,,
25,43.0,,
26,43.0,,
27,43.0,,
28,43.0,,
29,43.0,,
30,43.0,,
31,43.0,,
32,40.0,,
33,43.0,,
34,43.0,,
35,43.0,,
36,40.0,,
37,40.0,,
38,40.0,,
39,40.0,,
40,40.0,,
41,40.0,,
42,40.0,,
43,40.0,,
44,40.0,,
45,40.0,,
46,40.0,,
47,40.0,,
48,40.0,,
49,40.0,,
50,40.0,,
51,37.0,,
52,37.0,,
53,40.0,,
54,37.0,,
55,37.0,,
56,37.0,,
57,37.0,,
58,37.0,,
59,34.0,,
60,37.0,,
61,37.0,,
62,34.0,,
63,37.0,,
64,37.0,,
65,37.0,,
66,34.0,,
67,34.0,,
68,34.0,,
69,34.0,,
70,86.0,up,
71,255.0,,
72,255.0,,1
73,158.0,down,
74,37.0,,
75,37.0,,
76,246.0,up,
77,249.0,,
78,218.0,down,0
79,34.0,,
80,34.0,,0
81,34.0,,
82,34.0,,
83,46.0,,0
84,249.0,up,
85,249.0,,
86,186.0,down,
87,37.0,,
88,37.0,,
89,34.0,,
90,34.0,,0
91,120.0,up,
92,252.0,,
93,252.0,,1
94,252.0,,
95,252.0,,
96,252.0,,
97,32.0,down,
98,32.0,,0
99,135.0,up,
100,249.0,,
101,249.0,,1
102,252.0,,
103,252.0,,
104,249.0,,1
105,252.0,,
106,252.0,,1
107,172.0,down,
108,34.0,,
109,34.0,,0
110,252.0,up,
111,249.0,,
112,249.0,,1
113,249.0,,
114,249.0,,1
115,246.0,,
116,246.0,,
117,246.0,,
118,246.0,,
119,246.0,,
120,246.0,,1
121,246.0,,
122,246.0,,1
123,246.0,,
124,246.0,,
125,223.0,,1
126,29.0,down,
127,32.0,,0
128,32.0,,
129,34.0,,
130,34.0,,0
131,32.0,,
132,32.0,,0
133,140.0,up,
134,246.0,,
135,246.0,,
136,97.0,down,
137,32.0,,
138,100.0,up,1
139,249.0,,
140,249.0,,1
141,252.0,,
142,252.0,,
143,252.0,,1
144,63.0,down,
145,34.0,,0
146,72.0,up,
147,252.0,,
148,249.0,,1
149,178.0,down,
150,37.0,,
151,37.0,,0
152,34.0,,
153,34.0,,
154,123.0,up,
155,246.0,,
156,246.0,,1
157,149.0,down,
158,34.0,,
159,32.0,,0
160,241.0,up,
161,246.0,,
162,226.0,,1
163,29.0,down,
164,34.0,,0
165,37.0,,
166,37.0,,
167,52.0,,0
168,255.0,up,
169,252.0,,1
170,186.0,down,
171,40.0,,
172,40.0,,0
173,226.0,up,
174,246.0,,
175,249.0,,
176,249.0,,
177,249.0,,1
178,255.0,,
179,252.0,,
180,252.0,,1
