Frame Index,Value,Change Type,State
0,27.0,,
1,27.0,,
2,27.0,,
3,23.0,,
4,23.0,,
5,27.0,,
6,27.0,,
7,27.0,,
8,27.0,,
9,27.0,,
10,23.0,,
11,27.0,,
12,27.0,,
13,27.0,,
14,30.0,,
15,27.0,,
16,27.0,,
17,27.0,,
18,27.0,,
19,27.0,,
20,27.0,,
21,27.0,,
22,27.0,,
23,27.0,,
24,27.0,,
25,27.0,,
26,27.0,,
27,27.0,,
28,27.0,,
29,27.0,,
30,27.0,,
31,27.0,,
32,27.0,,
33,27.0,,
34,27.0,,
35,27.0,,
36,19.0,,
37,23.0,,
38,19.0,,
39,11.0,,
40,8.0,,
41,8.0,,
42,8.0,,
43,8.0,,
44,4.0,,
45,8.0,,
46,4.0,,
47,4.0,,
48,4.0,,
49,4.0,,
50,4.0,,
51,4.0,,
52,4.0,,
53,4.0,,
54,4.0,,
55,4.0,,
56,4.0,,
57,4.0,,
58,4.0,,
59,4.0,,
60,4.0,,
61,4.0,,
62,4.0,,
63,4.0,,
64,4.0,,
65,4.0,,
66,4.0,,
67,4.0,,
68,4.0,,
69,4.0,,
70,4.0,,
71,4.0,,
72,4.0,,
73,4.0,,
74,4.0,,
75,4.0,,
76,4.0,,
77,4.0,,
78,4.0,,
79,4.0,,
80,4.0,,
81,4.0,,
82,4.0,,
83,4.0,,
84,4.0,,
85,4.0,,
86,4.0,,
87,8.0,,
88,4.0,,
89,8.0,,
90,4.0,,
91,4.0,,
92,4.0,,
93,4.0,,
94,4.0,,
95,4.0,,
96,4.0,,
97,8.0,,
98,0.0,,
99,236.0,up,
100,236.0,,1
101,240.0,,
102,240.0,,
103,240.0,,
104,240.0,,
105,236.0,,
106,133.0,down,
107,23.0,,
108,23.0,,0
109,19.0,,
110,23.0,,
111,15.0,,
112,19.0,,
113,19.0,,
114,19.0,,
115,19.0,,
116,228.0,up,
117,228.0,,1
118,228.0,,
119,228.0,,
120,225.0,,
121,225.0,,
122,225.0,,
123,225.0,,
124,202.0,,
125,42.0,down,
126,42.0,,
127,42.0,,0
128,42.0,,
129,38.0,,
130,42.0,,
131,42.0,,
132,42.0,,
133,206.0,up,
134,206.0,,1
135,202.0,,
136,206.0,,
137,202.0,,
138,107.0,down,
139,42.0,,
140,42.0,,0
141,38.0,,
142,38.0,,
143,42.0,,
