Frame Index,Value,Change Type,State
0,15.0,,
1,13.0,,
2,15.0,,
3,13.0,,
4,22.0,,
5,20.0,,
6,18.0,,
7,18.0,,
8,20.0,,
9,20.0,,
10,18.0,,
11,20.0,,
12,20.0,,
13,20.0,,
14,18.0,,
15,18.0,,
16,18.0,,
17,18.0,,
18,18.0,,
19,18.0,,
20,18.0,,
21,20.0,,
22,20.0,,
23,20.0,,
24,18.0,,
25,20.0,,
26,20.0,,
27,20.0,,
28,20.0,,
29,22.0,,
30,20.0,,
31,20.0,,
32,20.0,,
33,20.0,,
34,20.0,,
35,22.0,,
36,20.0,,
37,20.0,,
38,20.0,,
39,22.0,,
40,22.0,,
41,22.0,,
42,20.0,,
43,22.0,,
44,22.0,,
45,22.0,,
46,20.0,,
47,20.0,,
48,20.0,,
49,22.0,,
50,24.0,,
51,24.0,,
52,22.0,,
53,24.0,,
54,24.0,,
55,24.0,,
56,24.0,,
57,24.0,,
58,22.0,,
59,22.0,,
60,22.0,,
61,22.0,,
62,22.0,,
63,24.0,,
64,24.0,,
65,24.0,,
66,22.0,,
67,22.0,,
68,22.0,,
69,24.0,,
70,22.0,,
71,24.0,,
72,24.0,,
73,24.0,,
74,22.0,,
75,22.0,,
76,22.0,,
77,24.0,,
78,24.0,,
79,24.0,,
80,24.0,,
81,24.0,,
82,24.0,,
83,24.0,,
84,22.0,,
85,24.0,,
86,22.0,,
87,24.0,,
88,22.0,,
89,24.0,,
90,24.0,,
91,24.0,,
92,226.0,up,
93,249.0,,
94,253.0,,
95,255.0,,
96,253.0,,
97,224.0,down,
98,20.0,,
99,20.0,,
100,18.0,,
101,18.0,,
102,20.0,,
103,44.0,,
104,44.0,,
105,46.0,,
106,46.0,,
107,42.0,,
108,40.0,,
109,231.0,up,
110,253.0,,
111,253.0,,
112,251.0,,
113,249.0,,
114,242.0,,
115,237.0,,
116,237.0,,
117,237.0,,
118,235.0,,
119,237.0,,
120,237.0,,
121,200.0,down,
122,22.0,,
123,22.0,,
124,24.0,,
125,20.0,,
126,24.0,,
127,22.0,,
128,24.0,,
129,24.0,,
130,24.0,,
131,24.0,,
132,24.0,,
133,22.0,,
134,15.0,,
135,15.0,,
136,15.0,,
137,13.0,,
138,15.0,,
139,17.0,,
140,15.0,,
141,15.0,,
142,17.0,,
143,15.0,,
144,15.0,,
145,15.0,,
146,22.0,,
147,24.0,,
148,22.0,,
149,22.0,,
150,20.0,,
151,20.0,,
152,20.0,,
153,22.0,,
154,20.0,,
155,20.0,,
156,20.0,,
157,20.0,,
158,7.0,,
159,7.0,,
160,7.0,,
161,7.0,,
162,7.0,,
163,224.0,up,
164,240.0,,
165,242.0,,
166,240.0,,1
167,240.0,,
168,240.0,,
169,240.0,,
170,240.0,,
171,237.0,,
172,237.0,,1
173,238.0,,
174,237.0,,
175,246.0,,
176,246.0,,
177,246.0,,
178,246.0,,1
179,246.0,,
180,244.0,,
181,244.0,,
182,244.0,,
183,246.0,,
184,244.0,,1
185,246.0,,
186,244.0,,
187,110.0,down,
188,4.0,,
189,7.0,,
190,6.0,,0
191,6.0,,
192,6.0,,
193,6.0,,
194,18.0,,
195,22.0,,
196,24.0,,0
197,24.0,,
198,22.0,,
199,130.0,up,
200,238.0,,
201,238.0,,
202,238.0,,1
203,240.0,,
204,238.0,,
205,240.0,,
206,242.0,,
207,244.0,,
208,242.0,,1
209,242.0,,
210,242.0,,
211,237.0,,
212,22.0,down,
213,22.0,,
214,22.0,,
215,22.0,,0
216,22.0,,
217,22.0,,
218,28.0,,
219,31.0,,
220,29.0,,0
221,31.0,,
222,31.0,,
223,75.0,up,
224,240.0,,
225,240.0,,
226,240.0,,
227,238.0,,1
228,240.0,,
229,240.0,,
230,237.0,,
231,6.0,down,
232,6.0,,
233,6.0,,
234,6.0,,
235,4.0,,
236,204.0,up,
237,240.0,,
238,240.0,,1
239,242.0,,
240,240.0,,
241,242.0,,
242,242.0,,
243,237.0,,
244,237.0,,1
245,237.0,,
246,237.0,,
247,238.0,,
248,246.0,,
249,246.0,,
250,246.0,,
251,246.0,,1
252,246.0,,
253,244.0,,
254,244.0,,
255,238.0,,
256,238.0,,
257,238.0,,1
258,238.0,,
259,238.0,,
260,160.0,down,
261,7.0,,
262,7.0,,0
263,9.0,,
264,7.0,,
265,9.0,,
266,72.0,up,
267,235.0,,
268,235.0,,1
269,235.0,,
270,233.0,,
271,233.0,,
272,97.0,down,
273,13.0,,
274,13.0,,
275,13.0,,0
276,11.0,,
277,15.0,,
278,15.0,,
279,233.0,up,
280,244.0,,
281,244.0,,1
282,242.0,,
283,242.0,,
284,132.0,down,
285,22.0,,
286,24.0,,
287,22.0,,0
288,22.0,,
289,22.0,,
290,22.0,,
291,218.0,up,
292,238.0,,
293,240.0,,1
294,238.0,,
295,237.0,,
296,178.0,down,
297,24.0,,
298,26.0,,
299,26.0,,0
300,26.0,,
301,28.0,,
302,26.0,,
303,9.0,,
304,6.0,,
305,6.0,,
306,4.0,,
307,6.0,,
308,171.0,up,
309,244.0,,
310,242.0,,
311,244.0,,1
312,242.0,,
313,244.0,,
314,244.0,,
315,172.0,down,
316,11.0,,
317,11.0,,0
318,11.0,,
319,11.0,,
320,18.0,,
321,35.0,,
322,35.0,,
323,33.0,,
324,33.0,,0
325,35.0,,
326,33.0,,
327,167.0,up,
328,242.0,,
329,242.0,,1
330,240.0,,
331,240.0,,
332,240.0,,
333,235.0,,
334,235.0,,
335,237.0,,
336,235.0,,1
337,235.0,,
338,235.0,,
339,194.0,down,
340,7.0,,
341,9.0,,0
342,7.0,,
343,7.0,,
344,7.0,,
345,20.0,,
346,20.0,,
347,22.0,,
348,20.0,,0
349,20.0,,
350,22.0,,
351,22.0,,
352,20.0,,
353,22.0,,0
354,20.0,,
355,20.0,,
356,20.0,,
357,31.0,,
358,31.0,,
359,33.0,,
360,31.0,,0
361,31.0,,
362,31.0,,
363,29.0,,
364,28.0,,
365,28.0,,
366,28.0,,0
367,28.0,,
368,26.0,,
369,31.0,,
370,29.0,,
371,29.0,,
372,29.0,,0
373,29.0,,
374,28.0,,
375,28.0,,
376,6.0,,
377,7.0,,
378,6.0,,
379,6.0,,
380,4.0,,
381,218.0,up,
382,246.0,,
383,248.0,,
384,246.0,,1
385,248.0,,
386,246.0,,
387,246.0,,
388,20.0,down,
389,11.0,,
390,11.0,,0
391,11.0,,
