Frame Index,Value,Change Type,State
0,16.0,,
1,18.0,,
2,18.0,,
3,21.0,,
4,21.0,,
5,21.0,,
6,21.0,,
7,23.0,,
8,21.0,,
9,23.0,,
10,23.0,,
11,23.0,,
12,23.0,,
13,23.0,,
14,23.0,,
15,23.0,,
16,23.0,,
17,23.0,,
18,23.0,,
19,23.0,,
20,26.0,,
21,23.0,,
22,23.0,,
23,23.0,,
24,23.0,,
25,23.0,,
26,23.0,,
27,23.0,,
28,23.0,,
29,23.0,,
30,23.0,,
31,23.0,,
32,23.0,,
33,23.0,,
34,23.0,,
35,23.0,,
36,16.0,,
37,3.0,,
38,0.0,,
39,0.0,,
40,0.0,,
41,0.0,,
42,0.0,,
43,0.0,,
44,0.0,,
45,0.0,,
46,0.0,,
47,0.0,,
48,0.0,,
49,0.0,,
50,0.0,,
51,0.0,,
52,0.0,,
53,0.0,,
54,0.0,,
55,0.0,,
56,0.0,,
57,0.0,,
58,0.0,,
59,0.0,,
60,0.0,,
61,3.0,,
62,0.0,,
63,3.0,,
64,0.0,,
65,0.0,,
66,0.0,,
67,0.0,,
68,0.0,,
69,3.0,,
70,0.0,,
71,3.0,,
72,0.0,,
73,3.0,,
74,0.0,,
75,3.0,,
76,0.0,,
77,3.0,,
78,0.0,,
79,3.0,,
80,3.0,,
81,0.0,,
82,3.0,,
83,3.0,,
84,3.0,,
85,3.0,,
86,3.0,,
87,3.0,,
88,3.0,,
89,3.0,,
90,3.0,,
91,3.0,,
92,3.0,,
93,3.0,,
94,3.0,,
95,3.0,,
96,3.0,,
97,3.0,,
98,60.0,up,
99,237.0,,
100,237.0,,1
101,239.0,,
102,239.0,,
103,239.0,,
104,239.0,,
105,239.0,,
106,117.0,down,
107,13.0,,
108,13.0,,0
109,13.0,,
110,13.0,,
111,13.0,,
112,13.0,,
113,10.0,,
114,13.0,,
115,13.0,,
116,10.0,,
117,10.0,,0
118,10.0,,
119,10.0,,
120,10.0,,
121,10.0,,
122,10.0,,
123,8.0,,
124,135.0,up,
125,242.0,,
126,242.0,,
127,242.0,,1
128,245.0,,
129,245.0,,
130,242.0,,
131,242.0,,
132,239.0,,
133,13.0,down,
134,13.0,,0
135,13.0,,
136,13.0,,
137,13.0,,
138,229.0,up,
139,242.0,,
140,242.0,,1
141,245.0,,
142,247.0,,
143,247.0,,
144,250.0,,
145,114.0,down,
146,13.0,,
147,13.0,,0
148,13.0,,
149,13.0,,
150,161.0,up,
151,247.0,,
152,247.0,,1
153,247.0,,
154,247.0,,
155,245.0,,
156,5.0,down,
157,5.0,,
158,5.0,,
159,5.0,,
160,5.0,,
161,5.0,,
162,245.0,up,
163,245.0,,1
164,245.0,,
165,245.0,,
166,245.0,,
167,245.0,,
168,245.0,,
169,245.0,,
170,247.0,,
171,245.0,,1
172,245.0,,
173,245.0,,
174,245.0,,
175,245.0,,
176,242.0,,1
177,242.0,,
178,242.0,,
179,242.0,,
180,242.0,,
181,245.0,,
182,245.0,,
183,247.0,,1
184,245.0,,
185,247.0,,
186,247.0,,
187,247.0,,
188,250.0,,1
189,250.0,,
190,250.0,,
191,250.0,,
192,250.0,,
193,247.0,,
194,250.0,,
195,250.0,,1
196,247.0,,
197,247.0,,
198,247.0,,
199,247.0,,
200,247.0,,1
201,247.0,,
202,247.0,,
203,247.0,,
204,247.0,,
