Frame Index,Value,Change Type,State
0,132.0,,
1,133.0,,
2,133.0,,
3,132.0,,
4,131.0,,
5,132.0,,
6,132.0,,
7,132.0,,
8,128.0,,
9,130.0,,
10,133.0,,
11,134.0,,
12,134.0,,
13,136.0,,
14,139.0,,
15,138.0,,
16,137.0,,
17,138.0,,
18,138.0,,
19,139.0,,
20,139.0,,
21,139.0,,
22,140.0,,
23,140.0,,
24,140.0,,
25,140.0,,
26,140.0,,
27,140.0,,
28,140.0,,
29,140.0,,
30,140.0,,
31,138.0,,
32,139.0,,
33,139.0,,
34,139.0,,
35,140.0,,
36,139.0,,
37,139.0,,
38,139.0,,
39,233.0,up,
40,234.0,,
41,235.0,,
42,234.0,,
43,233.0,,
44,232.0,,
45,232.0,,
46,231.0,,
47,228.0,,
48,230.0,,
49,230.0,,
50,235.0,,0
51,138.0,down,
52,125.0,,
53,127.0,,
54,129.0,,
55,130.0,,0
56,235.0,up,
57,234.0,,
58,233.0,,
59,232.0,,
60,232.0,,
61,231.0,,
62,231.0,,
63,231.0,,
64,231.0,,
65,230.0,,
66,231.0,,
67,230.0,,0
68,122.0,down,
69,124.0,,
70,123.0,,
71,124.0,,
72,126.0,,
73,127.0,,
74,127.0,,
75,128.0,,
76,128.0,,
77,129.0,,
78,129.0,,
79,129.0,,
80,130.0,,
81,131.0,,
82,130.0,,
83,130.0,,
84,132.0,,
85,130.0,,
86,133.0,,0
87,233.0,up,
88,235.0,,
89,237.0,,
90,236.0,,
91,234.0,,
92,234.0,,
93,233.0,,
94,232.0,,
95,231.0,,
96,230.0,,
97,230.0,,
98,232.0,,
99,229.0,,
100,123.0,down,
101,125.0,,
102,126.0,,
103,128.0,,
104,129.0,,
105,130.0,,
106,130.0,,
107,131.0,,
108,131.0,,
109,131.0,,
110,131.0,,
111,132.0,,
112,135.0,,
113,135.0,,
114,136.0,,
115,136.0,,
116,134.0,,
117,134.0,,
118,134.0,,
119,134.0,,
120,134.0,,
121,134.0,,
122,135.0,,
123,136.0,,
124,136.0,,
125,136.0,,
126,135.0,,
127,135.0,,
128,135.0,,
129,135.0,,
130,135.0,,
131,135.0,,
132,135.0,,
133,135.0,,
134,135.0,,
135,136.0,,
136,136.0,,
137,136.0,,
138,136.0,,
139,136.0,,
140,138.0,,
141,140.0,,
142,140.0,,
143,140.0,,
144,140.0,,
145,140.0,,
146,140.0,,
147,141.0,,
148,140.0,,
149,141.0,,
150,139.0,,
151,138.0,,
152,140.0,,
153,139.0,,
154,139.0,,
155,139.0,,
156,140.0,,
157,140.0,,
158,141.0,,
159,141.0,,
160,141.0,,
161,141.0,,
162,141.0,,
163,141.0,,
164,142.0,,
165,144.0,,
166,145.0,,
167,147.0,,
168,147.0,,
169,149.0,,
170,152.0,,
171,152.0,,
172,153.0,,
173,155.0,,
174,156.0,,
175,156.0,,
176,157.0,,
