Frame Index,Value,Change Type,State
0,33.0,,
1,34.0,,
2,33.0,,
3,33.0,,
4,31.0,,
5,33.0,,
6,31.0,,
7,31.0,,
8,31.0,,
9,31.0,,
10,31.0,,
11,31.0,,
12,29.0,,
13,29.0,,
14,33.0,,
15,36.0,,
16,38.0,,
17,38.0,,
18,40.0,,
19,40.0,,
20,38.0,,
21,40.0,,
22,38.0,,
23,38.0,,
24,38.0,,
25,34.0,,
26,33.0,,
27,33.0,,
28,33.0,,
29,33.0,,
30,29.0,,
31,29.0,,
32,29.0,,
33,29.0,,
34,29.0,,
35,29.0,,
36,29.0,,
37,29.0,,
38,25.0,,
39,25.0,,
40,27.0,,
41,27.0,,
42,25.0,,
43,25.0,,
44,25.0,,
45,25.0,,
46,25.0,,
47,25.0,,
48,25.0,,
49,25.0,,
50,24.0,,
51,24.0,,
52,25.0,,
53,24.0,,
54,22.0,,
55,24.0,,
56,24.0,,
57,24.0,,
58,25.0,,
59,25.0,,
60,25.0,,
61,25.0,,
62,25.0,,
63,25.0,,
64,24.0,,
65,24.0,,
66,22.0,,
67,22.0,,
68,22.0,,
69,24.0,,
70,24.0,,
71,22.0,,
72,22.0,,
73,24.0,,
74,255.0,up,
75,255.0,,
76,253.0,,
77,253.0,,1
78,253.0,,
79,255.0,,
80,251.0,,
81,222.0,down,
82,38.0,,
83,38.0,,0
84,33.0,,
85,31.0,,
86,71.0,up,
87,244.0,,
88,244.0,,
89,244.0,,
90,244.0,,1
91,244.0,,
92,246.0,,
93,235.0,,
94,27.0,down,
95,27.0,,0
96,27.0,,
97,27.0,,
98,27.0,,
99,242.0,up,
100,242.0,,
101,242.0,,
102,244.0,,1
103,244.0,,
104,244.0,,
105,244.0,,
106,18.0,down,
107,18.0,,
108,16.0,,0
109,16.0,,
110,18.0,,
111,228.0,up,
112,242.0,,
113,242.0,,
114,242.0,,1
115,242.0,,
116,242.0,,
117,241.0,,
118,29.0,down,
119,27.0,,
120,27.0,,0
121,25.0,,
122,25.0,,
123,9.0,,
124,7.0,,
125,9.0,,
126,11.0,,
127,11.0,,
128,9.0,,
129,20.0,,
130,40.0,,
131,40.0,,0
132,40.0,,
133,40.0,,
134,38.0,,
135,24.0,,
136,22.0,,
137,22.0,,
138,22.0,,
139,20.0,,0
140,18.0,,
141,18.0,,
142,45.0,up,
143,47.0,,1
144,47.0,,
145,47.0,,
146,47.0,,
147,206.0,,
148,244.0,,
149,246.0,,
150,246.0,,
151,246.0,,1
152,244.0,,
153,244.0,,
154,118.0,down,
155,42.0,,0
156,40.0,,
157,42.0,,
158,42.0,,
159,36.0,,
160,27.0,,
161,29.0,,
162,29.0,,
163,27.0,,0
164,25.0,,
165,25.0,,
166,40.0,,
167,40.0,,0
168,40.0,,
169,42.0,,
170,42.0,,
171,36.0,,
172,18.0,,
173,18.0,,
174,18.0,,
175,18.0,,0
176,16.0,,
177,16.0,,
178,9.0,,
179,4.0,,
180,5.0,,
181,7.0,,
182,9.0,,
183,248.0,up,
184,255.0,,
185,253.0,,
186,251.0,,1
187,250.0,,
188,250.0,,
189,248.0,,
190,246.0,,
191,246.0,,
192,248.0,,1
193,246.0,,
194,246.0,,
195,242.0,,
196,242.0,,
197,242.0,,
198,242.0,,
199,242.0,,1
200,244.0,,
201,244.0,,
202,248.0,,
203,248.0,,
204,248.0,,1
205,248.0,,
206,246.0,,
207,246.0,,
208,244.0,,
209,242.0,,
210,244.0,,1
211,244.0,,
212,244.0,,
213,244.0,,
214,246.0,,
215,246.0,,
216,246.0,,1
217,246.0,,
218,246.0,,
219,246.0,,
220,242.0,,
221,242.0,,
222,242.0,,
223,244.0,,1
224,244.0,,
225,246.0,,
226,244.0,,
227,248.0,,
228,246.0,,
229,246.0,,1
230,244.0,,
231,244.0,,
232,119.0,down,
233,5.0,,
234,5.0,,
235,5.0,,
236,5.0,,
237,7.0,,
238,27.0,,
239,253.0,up,
240,253.0,,1
241,251.0,,
242,251.0,,
243,251.0,,
244,148.0,down,
245,47.0,,
246,47.0,,
247,47.0,,
248,47.0,,0
249,47.0,,
250,43.0,,
251,241.0,up,
252,241.0,,1
253,241.0,,
254,242.0,,
255,241.0,,
256,244.0,,
257,242.0,,
258,242.0,,1
259,242.0,,
260,242.0,,
261,242.0,,
262,244.0,,
263,242.0,,
264,241.0,,
265,242.0,,
266,242.0,,1
267,241.0,,
268,241.0,,
269,242.0,,
270,242.0,,
271,244.0,,
272,242.0,,
273,244.0,,
274,246.0,,
275,246.0,,
276,246.0,,
277,246.0,,1
278,246.0,,
279,244.0,,
280,244.0,,
281,244.0,,1
282,242.0,,
283,242.0,,
284,242.0,,
285,242.0,,
286,242.0,,
287,244.0,,
288,244.0,,
289,244.0,,1
290,244.0,,
291,244.0,,
292,210.0,down,
293,4.0,,
294,4.0,,
295,5.0,,
296,5.0,,
297,7.0,,
298,7.0,,
299,226.0,up,
300,246.0,,
301,246.0,,1
302,248.0,,
303,246.0,,
304,248.0,,
305,248.0,,
306,248.0,,1
307,248.0,,
308,246.0,,
309,246.0,,
310,244.0,,
311,244.0,,
312,244.0,,
313,244.0,,1
314,246.0,,
315,244.0,,
316,246.0,,
317,250.0,,
318,250.0,,1
319,246.0,,
320,246.0,,
321,246.0,,
322,246.0,,
323,246.0,,
324,244.0,,
325,244.0,,1
326,244.0,,
327,246.0,,
328,246.0,,
329,244.0,,
330,244.0,,1
331,244.0,,
332,244.0,,
333,244.0,,
334,244.0,,
335,244.0,,
336,242.0,,
337,244.0,,1
338,244.0,,
339,244.0,,
340,244.0,,
341,242.0,,
342,244.0,,
343,244.0,,1
344,244.0,,
345,244.0,,
346,85.0,down,
347,4.0,,
348,4.0,,
349,4.0,,
350,5.0,,
351,5.0,,
352,184.0,up,
353,250.0,,
354,250.0,,1
355,250.0,,
356,248.0,,
357,250.0,,
358,248.0,,
359,246.0,,
360,248.0,,
361,246.0,,
362,246.0,,1
363,244.0,,
364,242.0,,
365,242.0,,
366,242.0,,1
367,242.0,,
368,242.0,,
369,242.0,,
370,244.0,,
371,244.0,,
372,244.0,,
373,244.0,,
374,242.0,,1
375,242.0,,
376,242.0,,
377,242.0,,
378,242.0,,
379,241.0,,1
380,242.0,,
381,242.0,,
382,242.0,,
383,242.0,,
384,244.0,,
385,246.0,,
386,246.0,,1
387,244.0,,
388,244.0,,
389,244.0,,
390,242.0,,1
391,242.0,,
392,242.0,,
393,242.0,,
394,242.0,,
395,242.0,,
396,242.0,,
397,244.0,,
398,242.0,,1
399,242.0,,
400,242.0,,
