Frame Index,Value,Change Type
1826,188.0,
1827,27.0,down
1828,7.0,
1829,132.0,up
1830,188.0,
1831,188.0,
1832,96.0,down
1833,9.0,
1834,98.0,up
1835,190.0,
1836,190.0,
1837,192.0,
1838,190.0,
1839,190.0,
1840,12.0,down
1841,9.0,
1842,137.0,up
1843,193.0,
1844,192.0,
1845,98.0,down
1846,7.0,
1847,74.0,up
1848,197.0,
1849,195.0,
1850,133.0,down
1851,9.0,
1852,9.0,
1853,190.0,up
1854,193.0,
1855,193.0,
1856,193.0,
1857,193.0,
1858,123.0,down
1859,9.0,
1860,9.0,
1861,197.0,up
1862,192.0,
1863,149.0,
1864,7.0,down
1865,7.0,
1866,173.0,up
1867,192.0,
1868,175.0,
1869,5.0,down
1870,9.0,
1871,169.0,up
1872,193.0,
1873,187.0,
1874,7.0,down
1875,9.0,
1876,9.0,
1877,9.0,
1878,9.0,
1879,188.0,up
1880,193.0,
1881,159.0,
1882,7.0,down
1883,7.0,
1884,9.0,
1885,7.0,
1886,9.0,
1887,9.0,
1888,9.0,
1889,152.0,up
1890,192.0,
1891,192.0,
1892,58.0,down
1893,9.0,
1894,9.0,
1895,9.0,
1896,9.0,
1897,161.0,up
1898,190.0,
1899,188.0,
1900,10.0,down
1901,7.0,
1902,7.0,
1903,9.0,
1904,9.0,
1905,9.0,
1906,9.0,
1907,115.0,up
1908,192.0,
1909,190.0,
1910,125.0,down
1911,9.0,
1912,9.0,
1913,183.0,up
1914,190.0,
1915,190.0,
1916,190.0,
1917,190.0,
1918,113.0,down
1919,7.0,
1920,7.0,
1921,9.0,
1922,9.0,
1923,9.0,
1924,9.0,
1925,9.0,
1926,181.0,up
1927,188.0,
1928,169.0,
1929,7.0,down
1930,9.0,
1931,159.0,up
1932,190.0,
1933,190.0,
1934,190.0,
1935,190.0,
1936,163.0,
1937,7.0,down
1938,7.0,
1939,9.0,
1940,9.0,
1941,9.0,
1942,9.0,
1943,9.0,
1944,130.0,up
1945,192.0,
1946,190.0,
1947,106.0,down
1948,9.0,
1949,72.0,up
1950,195.0,
1951,192.0,
1952,190.0,
1953,192.0,
1954,190.0,
1955,86.0,down
1956,9.0,
1957,9.0,
1958,9.0,
1959,9.0,
1960,9.0,
1961,9.0,
1962,9.0,
1963,183.0,up
1964,193.0,
1965,180.0,
1966,5.0,down
1967,9.0,
1968,163.0,up
1969,193.0,
1970,193.0,
1971,192.0,
1972,192.0,
1973,173.0,
1974,5.0,down
1975,9.0,
1976,9.0,
1977,9.0,
1978,9.0,
1979,9.0,
1980,9.0,
1981,130.0,up
1982,192.0,
1983,192.0,
1984,127.0,down
1985,9.0,
1986,9.0,
1987,197.0,up
1988,193.0,
1989,193.0,
1990,193.0,
1991,193.0,
1992,99.0,down
1993,9.0,
1994,9.0,
1995,9.0,
1996,9.0,
1997,168.0,up
1998,193.0,
1999,195.0,
2000,193.0,
2001,193.0,
2002,147.0,
2003,10.0,down
2004,9.0,
2005,181.0,up
2006,192.0,
2007,166.0,
2008,9.0,down
2009,9.0,
2010,9.0,
2011,9.0,
2012,9.0,
2013,7.0,
2014,7.0,
2015,152.0,up
2016,193.0,
2017,193.0,
2018,192.0,
2019,192.0,
2020,171.0,
2021,7.0,down
2022,9.0,
2023,156.0,up
2024,193.0,
2025,193.0,
2026,87.0,down
2027,9.0,
2028,9.0,
2029,9.0,
2030,9.0,
2031,9.0,
2032,7.0,
2033,7.0,
2034,180.0,up
2035,192.0,
2036,190.0,
2037,190.0,
2038,190.0,
2039,139.0,
2040,9.0,down
2041,9.0,
2042,181.0,up
2043,187.0,
2044,168.0,
2045,7.0,down
2046,9.0,
2047,9.0,
2048,9.0,
2049,9.0,
2050,7.0,
2051,7.0,
2052,142.0,up
2053,190.0,
2054,190.0,
2055,79.0,down
2056,9.0,
2057,9.0,
2058,9.0,
2059,9.0,
2060,168.0,up
2061,190.0,
2062,190.0,
2063,10.0,down
2064,9.0,
2065,147.0,up
2066,192.0,
2067,192.0,
2068,89.0,down
2069,7.0,
2070,84.0,up
2071,192.0,
2072,192.0,
2073,144.0,
2074,9.0,down
2075,9.0,
2076,9.0,
2077,9.0,
2078,101.0,up
2079,193.0,
2080,192.0,
2081,133.0,down
2082,9.0,
2083,9.0,
2084,195.0,up
2085,193.0,
2086,154.0,
2087,7.0,down
2088,7.0,
2089,169.0,up
2090,193.0,
2091,193.0,
2092,60.0,down
2093,9.0,
2094,9.0,
2095,9.0,
2096,10.0,
2097,164.0,up
2098,193.0,
2099,193.0,
2100,21.0,down
2101,9.0,
2102,133.0,up
2103,193.0,
2104,193.0,
2105,106.0,down
2106,7.0,
2107,7.0,
2108,199.0,up
2109,193.0,
2110,152.0,
2111,9.0,down
2112,9.0,
2113,9.0,
2114,9.0,
2115,106.0,up
2116,195.0,
2117,193.0,
2118,130.0,down
2119,9.0,
2120,9.0,
2121,185.0,up
2122,190.0,
2123,163.0,
2124,7.0,down
2125,7.0,
2126,161.0,up
2127,190.0,
2128,190.0,
2129,31.0,down
2130,9.0,
2131,9.0,
2132,9.0,
2133,9.0,
2134,169.0,up
2135,192.0,
2136,192.0,
2137,38.0,down
2138,9.0,
2139,140.0,up
2140,190.0,
2141,190.0,
2142,111.0,down
2143,7.0,
2144,7.0,
2145,7.0,
2146,7.0,
2147,7.0,
2148,7.0,
2149,7.0,
2150,7.0,
2151,7.0,
2152,7.0,
2153,7.0,
2154,7.0,
2155,7.0,
2156,7.0,
2157,7.0,
2158,7.0,
2159,7.0,
2160,7.0,
2161,7.0,
2162,7.0,
2163,7.0,
2164,7.0,
2165,7.0,
2166,7.0,
2167,7.0,
2168,7.0,
2169,7.0,
2170,7.0,
2171,7.0,
2172,7.0,
2173,7.0,
2174,7.0,
2175,7.0,
2176,7.0,
2177,7.0,
2178,7.0,
2179,7.0,
2180,7.0,
2181,7.0,
2182,7.0,
2183,7.0,
2184,7.0,
2185,7.0,
2186,7.0,
2187,7.0,
2188,7.0,
2189,7.0,
2190,7.0,
2191,7.0,
2192,7.0,
2193,7.0,
2194,7.0,
2195,7.0,
2196,7.0,
2197,7.0,
2198,7.0,
2199,7.0,
2200,7.0,
2201,7.0,
2202,7.0,
2203,7.0,
2204,99.0,up
2205,180.0,
2206,180.0,
2207,180.0,
2208,178.0,
2209,180.0,
2210,12.0,down
2211,9.0,
2212,9.0,
2213,9.0,
2214,9.0,
2215,5.0,
2216,7.0,
2217,9.0,
2218,9.0,
2219,9.0,
2220,9.0,
2221,9.0,
2222,9.0,
2223,9.0,
2224,9.0,
2225,98.0,up
2226,187.0,
2227,187.0,
2228,185.0,
2229,185.0,
2230,183.0,
2231,50.0,down
2232,7.0,
2233,125.0,up
2234,187.0,
2235,187.0,
2236,187.0,
2237,187.0,
2238,187.0,
2239,188.0,
2240,187.0,
2241,133.0,down
2242,9.0,
2243,9.0,
2244,7.0,
2245,7.0,
2246,113.0,up
2247,190.0,
2248,190.0,
2249,128.0,down
2250,9.0,
2251,9.0,
2252,9.0,
2253,9.0,
2254,9.0,
2255,9.0,
2256,9.0,
2257,185.0,up
2258,192.0,
2259,166.0,
2260,9.0,down
2261,9.0,
2262,9.0,
2263,9.0,
2264,9.0,
2265,193.0,up
2266,193.0,
2267,193.0,
2268,193.0,
2269,193.0,
2270,193.0,
2271,193.0,
2272,192.0,
2273,9.0,down
2274,7.0,
2275,154.0,up
2276,193.0,
2277,193.0,
2278,193.0,
2279,193.0,
2280,154.0,
2281,9.0,down
2282,9.0,
2283,9.0,
2284,9.0,
2285,9.0,
2286,9.0,
2287,9.0,
2288,9.0,
2289,7.0,
2290,9.0,
2291,9.0,
2292,9.0,
2293,9.0,
2294,9.0,
2295,9.0,
2296,9.0,
2297,9.0,
2298,9.0,
2299,180.0,up
2300,192.0,
2301,161.0,
2302,7.0,down
2303,7.0,
2304,7.0,
2305,9.0,
2306,9.0,
2307,187.0,up
2308,188.0,
2309,188.0,
2310,188.0,
2311,190.0,
2312,188.0,
2313,188.0,
2314,188.0,
2315,46.0,down
2316,7.0,
2317,113.0,up
2318,188.0,
2319,190.0,
2320,188.0,
2321,188.0,
2322,188.0,
2323,55.0,down
2324,9.0,
2325,9.0,
2326,9.0,
2327,9.0,
2328,9.0,
2329,9.0,
2330,9.0,
2331,193.0,up
2332,190.0,
2333,142.0,
2334,9.0,down
2335,9.0,
2336,9.0,
2337,9.0,
2338,9.0,
2339,9.0,
2340,7.0,
2341,149.0,up
2342,190.0,
2343,190.0,
2344,77.0,down
2345,7.0,
2346,7.0,
2347,9.0,
2348,9.0,
2349,154.0,up
2350,192.0,
2351,192.0,
2352,190.0,
2353,192.0,
2354,192.0,
2355,190.0,
2356,190.0,
2357,113.0,down
2358,7.0,
2359,7.0,
2360,197.0,up
2361,192.0,
2362,192.0,
2363,192.0,
2364,190.0,
2365,84.0,down
2366,9.0,
2367,9.0,
2368,9.0,
2369,9.0,
2370,9.0,
2371,9.0,
2372,9.0,
2373,9.0,
2374,9.0,
2375,9.0,
2376,9.0,
2377,9.0,
2378,9.0,
2379,9.0,
2380,108.0,up
2381,192.0,
2382,192.0,
2383,192.0,
2384,192.0,
2385,192.0,
2386,19.0,down
2387,7.0,
2388,137.0,up
2389,192.0,
2390,192.0,
2391,192.0,
2392,190.0,
2393,190.0,
2394,190.0,
2395,190.0,
2396,140.0,
2397,9.0,down
2398,9.0,
2399,5.0,
2400,7.0,
2401,118.0,up
2402,192.0,
2403,192.0,
2404,123.0,down
2405,9.0,
2406,9.0,
2407,9.0,
2408,9.0,
2409,9.0,
2410,9.0,
2411,9.0,
2412,9.0,
2413,9.0,
2414,9.0,
2415,9.0,
2416,9.0,
2417,10.0,
2418,9.0,
2419,9.0,
2420,9.0,
2421,9.0,
2422,122.0,up
2423,192.0,
2424,192.0,
2425,192.0,
2426,190.0,
2427,190.0,
2428,26.0,down
2429,7.0,
2430,135.0,up
2431,192.0,
2432,192.0,
2433,192.0,
2434,192.0,
2435,192.0,
2436,190.0,
2437,190.0,
2438,149.0,
2439,9.0,down
2440,9.0,
2441,7.0,
2442,7.0,
2443,7.0,
2444,197.0,up
2445,192.0,
