Frame Index,Value,Change Type,State
0,130.0,,
1,130.0,,
2,130.0,,
3,130.0,,
4,129.0,,
5,130.0,,
6,128.0,,
7,127.0,,
8,122.0,,
9,124.0,,
10,128.0,,
11,130.0,,
12,129.0,,
13,130.0,,
14,131.0,,
15,130.0,,
16,129.0,,
17,131.0,,
18,130.0,,
19,130.0,,
20,130.0,,
21,130.0,,
22,131.0,,
23,131.0,,
24,131.0,,
25,132.0,,
26,132.0,,
27,132.0,,
28,132.0,,
29,132.0,,
30,132.0,,
31,132.0,,
32,132.0,,
33,133.0,,
34,133.0,,
35,134.0,,
36,133.0,,
37,133.0,,
38,134.0,,
39,229.0,up,
40,229.0,,
41,229.0,,
42,231.0,,
43,229.0,,
44,229.0,,
45,227.0,,
46,228.0,,
47,227.0,,
48,226.0,,
49,225.0,,
50,224.0,,0
51,138.0,down,
52,121.0,,
53,123.0,,
54,123.0,,
55,124.0,,0
56,229.0,up,
57,228.0,,
58,226.0,,
59,226.0,,
60,225.0,,
61,226.0,,
62,225.0,,
63,224.0,,
64,224.0,,
65,223.0,,
66,222.0,,
67,223.0,,0
68,112.0,down,
69,114.0,,
70,116.0,,
71,117.0,,
72,118.0,,
73,119.0,,
74,120.0,,
75,119.0,,
76,119.0,,
77,121.0,,
78,122.0,,
79,123.0,,
80,123.0,,
81,122.0,,
82,123.0,,
83,123.0,,
84,124.0,,
85,124.0,,
86,125.0,,0
87,226.0,up,
88,226.0,,
89,227.0,,
90,227.0,,
91,226.0,,
92,225.0,,
93,224.0,,
94,225.0,,
95,224.0,,
96,224.0,,
97,224.0,,
98,226.0,,
99,225.0,,
100,116.0,down,
101,118.0,,
102,117.0,,
103,119.0,,
104,121.0,,
105,122.0,,
106,124.0,,
107,125.0,,
108,125.0,,
109,125.0,,
110,126.0,,
111,126.0,,
112,126.0,,
113,126.0,,
114,126.0,,
115,126.0,,
116,125.0,,
117,126.0,,
118,127.0,,
119,127.0,,
120,127.0,,
121,127.0,,
122,127.0,,
123,128.0,,
124,129.0,,
125,129.0,,
126,130.0,,
127,130.0,,
128,130.0,,
129,130.0,,
130,131.0,,
131,131.0,,
132,131.0,,
133,131.0,,
134,129.0,,
135,130.0,,
136,129.0,,
137,130.0,,
138,130.0,,
139,130.0,,
140,131.0,,
141,132.0,,
142,132.0,,
143,132.0,,
144,132.0,,
145,132.0,,
146,135.0,,
147,134.0,,
148,134.0,,
149,134.0,,
150,134.0,,
151,134.0,,
152,134.0,,
153,134.0,,
154,137.0,,
155,137.0,,
156,137.0,,
157,137.0,,
158,136.0,,
159,136.0,,
160,135.0,,
161,133.0,,
162,131.0,,
163,131.0,,
164,131.0,,
165,131.0,,
166,131.0,,
167,131.0,,
168,132.0,,
169,133.0,,
170,137.0,,
171,138.0,,
172,141.0,,
173,142.0,,
174,144.0,,
175,145.0,,
176,144.0,,
