Frame Index,Value,Change Type,State
0,10.0,,
1,10.0,,
2,10.0,,
3,12.0,,
4,12.0,,
5,12.0,,
6,12.0,,
7,12.0,,
8,12.0,,
9,12.0,,
10,12.0,,
11,12.0,,
12,12.0,,
13,15.0,,
14,12.0,,
15,15.0,,
16,15.0,,
17,15.0,,
18,15.0,,
19,15.0,,
20,15.0,,
21,15.0,,
22,15.0,,
23,15.0,,
24,15.0,,
25,15.0,,
26,15.0,,
27,15.0,,
28,15.0,,
29,15.0,,
30,15.0,,
31,15.0,,
32,15.0,,
33,15.0,,
34,15.0,,
35,15.0,,
36,10.0,,
37,5.0,,
38,5.0,,
39,2.0,,
40,2.0,,
41,0.0,,
42,0.0,,
43,2.0,,
44,2.0,,
45,2.0,,
46,2.0,,
47,2.0,,
48,2.0,,
49,2.0,,
50,2.0,,
51,2.0,,
52,2.0,,
53,2.0,,
54,2.0,,
55,2.0,,
56,2.0,,
57,2.0,,
58,2.0,,
59,2.0,,
60,2.0,,
61,2.0,,
62,2.0,,
63,2.0,,
64,2.0,,
65,2.0,,
66,2.0,,
67,2.0,,
68,2.0,,
69,5.0,,
70,2.0,,
71,2.0,,
72,2.0,,
73,2.0,,
74,2.0,,
75,2.0,,
76,2.0,,
77,2.0,,
78,5.0,,
79,5.0,,
80,5.0,,
81,5.0,,
82,5.0,,
83,5.0,,
84,5.0,,
85,5.0,,
86,5.0,,
87,5.0,,
88,5.0,,
89,5.0,,
90,5.0,,
91,5.0,,
92,5.0,,
93,5.0,,
94,5.0,,
95,5.0,,
96,5.0,,
97,5.0,,
98,57.0,up,
99,233.0,,
100,233.0,,1
101,230.0,,
102,230.0,,
103,230.0,,
104,233.0,,
105,230.0,,
106,233.0,,
107,233.0,,
108,233.0,,1
109,233.0,,
110,233.0,,
111,233.0,,
112,233.0,,
113,233.0,,
114,233.0,,
115,233.0,,
116,233.0,,
117,233.0,,1
118,235.0,,
119,238.0,,
120,238.0,,
121,238.0,,
122,238.0,,
123,238.0,,
124,238.0,,
125,238.0,,
126,238.0,,
127,238.0,,1
128,240.0,,
129,240.0,,
130,240.0,,
131,240.0,,
132,240.0,,
133,238.0,,
134,238.0,,1
135,238.0,,
136,240.0,,
137,240.0,,
138,240.0,,
139,243.0,,
140,243.0,,1
141,243.0,,
142,245.0,,
143,245.0,,
144,245.0,,
145,243.0,,
146,243.0,,
147,243.0,,1
148,240.0,,
149,240.0,,
150,203.0,down,
151,7.0,,
152,7.0,,0
153,5.0,,
154,5.0,,
155,2.0,,
156,2.0,,
157,5.0,,
158,5.0,,
159,5.0,,
160,5.0,,
161,7.0,,
162,243.0,up,
163,240.0,,1
164,240.0,,
165,240.0,,
166,240.0,,
167,240.0,,
168,240.0,,
169,240.0,,
170,238.0,,
171,240.0,,1
172,243.0,,
173,243.0,,
174,243.0,,
175,243.0,,
176,243.0,,1
177,240.0,,
178,240.0,,
179,240.0,,
180,240.0,,
181,158.0,down,
182,7.0,,
183,7.0,,0
184,7.0,,
185,7.0,,
186,84.0,up,
187,238.0,,
188,240.0,,1
189,240.0,,
190,240.0,,
191,240.0,,
192,10.0,down,
193,10.0,,
194,10.0,,
195,12.0,,0
196,12.0,,
197,12.0,,
198,156.0,up,
199,243.0,,
200,243.0,,1
201,243.0,,
202,245.0,,
203,245.0,,
204,245.0,,
205,208.0,down,
206,12.0,,
207,15.0,,0
208,12.0,,
209,15.0,,
210,15.0,,
211,15.0,,
212,12.0,,
213,12.0,,
214,12.0,,
215,12.0,,
216,12.0,,
217,89.0,up,
218,248.0,,
219,248.0,,1
220,248.0,,
221,248.0,,
222,245.0,,
223,245.0,,
224,245.0,,
225,245.0,,1
226,245.0,,
227,245.0,,
228,245.0,,
229,248.0,,
230,245.0,,
231,245.0,,1
232,245.0,,
233,245.0,,
234,245.0,,
235,245.0,,
236,245.0,,
237,250.0,,1
238,250.0,,
239,250.0,,
240,250.0,,
241,245.0,,
242,119.0,down,
243,15.0,,
244,15.0,,0
245,15.0,,
246,17.0,,
247,201.0,up,
248,245.0,,
249,245.0,,1
250,248.0,,
251,248.0,,
252,248.0,,
253,248.0,,
254,186.0,down,
255,15.0,,
256,15.0,,0
257,15.0,,
258,15.0,,
259,141.0,up,
260,245.0,,
261,245.0,,1
262,248.0,,
263,248.0,,
264,245.0,,
265,17.0,down,
266,17.0,,
267,15.0,,
268,15.0,,
269,15.0,,
270,15.0,,
271,17.0,,
272,20.0,,
273,20.0,,0
274,17.0,,
275,17.0,,
276,20.0,,
277,17.0,,
278,191.0,up,
279,245.0,,
280,248.0,,1
281,248.0,,
282,248.0,,
283,218.0,down,
284,15.0,,
285,15.0,,0
286,15.0,,
287,15.0,,
288,15.0,,
289,15.0,,
290,161.0,up,
291,243.0,,
292,243.0,,1
293,245.0,,
294,245.0,,
295,228.0,,
296,10.0,down,
297,10.0,,0
298,10.0,,
299,10.0,,
300,12.0,,
301,245.0,up,
302,245.0,,
303,245.0,,
304,245.0,,1
305,245.0,,
306,245.0,,
307,233.0,,
308,15.0,down,
309,15.0,,0
310,15.0,,
311,17.0,,
312,15.0,,
313,243.0,up,
314,245.0,,
315,245.0,,
316,243.0,,1
317,245.0,,
318,245.0,,
319,245.0,,
320,62.0,down,
321,15.0,,
322,15.0,,
323,15.0,,
324,15.0,,
325,15.0,,
326,15.0,,
327,233.0,up,
328,243.0,,
329,243.0,,1
330,243.0,,
331,243.0,,
332,240.0,,
333,240.0,,
334,240.0,,1
335,240.0,,
336,240.0,,
337,203.0,down,
338,12.0,,
339,12.0,,
340,15.0,,0
341,17.0,,
342,15.0,,
343,17.0,,
344,230.0,up,
345,245.0,,
346,243.0,,1
347,245.0,,
348,245.0,,
349,245.0,,
350,245.0,,
351,245.0,,
352,245.0,,
353,245.0,,1
354,245.0,,
355,248.0,,
356,193.0,down,
357,15.0,,
358,15.0,,0
359,15.0,,
360,15.0,,
361,102.0,up,
362,243.0,,
363,243.0,,
364,243.0,,
365,245.0,,1
366,245.0,,
367,245.0,,
368,248.0,,
369,248.0,,
370,248.0,,1
371,248.0,,
372,248.0,,
373,245.0,,
374,17.0,down,
375,17.0,,
376,17.0,,
377,17.0,,
378,17.0,,
379,17.0,,
380,210.0,up,
381,253.0,,
382,253.0,,1
383,253.0,,
384,253.0,,
385,253.0,,
386,253.0,,
387,213.0,down,
388,17.0,,
389,17.0,,
390,17.0,,0
391,15.0,,
392,15.0,,
393,243.0,up,
394,245.0,,
395,245.0,,1
396,248.0,,
397,248.0,,
398,158.0,down,
399,20.0,,
400,20.0,,
401,20.0,,0
402,20.0,,
403,20.0,,
404,64.0,up,
